statement,label
"Earth isn't 71% water, and sound travels through the air as vibrations.",0
"The three states of anti-matter aren't solid, liquid, and gas, and the study of non-living organisms and their interactions with the environment isn't called anti-biology.",1
"Inertia is an object's encouragement to change in motion, and pizza is a type of food that no one likes.",0
"Sound travels through the air as waves, and the least abundant gas in Earth's atmosphere is nitrogen.",0
"The planet Jupiter is the largest planet in our solar system, and the theory of stasis, proposed by Charles Darwin, doesn't state that species remain constant over time through artificial selection.",1
"The three types of rocks are igneous, sedimentary, and metamorphic, and plants don't use photosynthesis to create energy from sunlight.",0
"Friction isn't the force that resists motion between two surfaces in contact, and the sun rises in the east and sets in the west.",0
"Diamonds aren't the hardest substance on Earth, and the Earth's largest ocean is the Pacific Ocean.",0
"The smallest tree in the world isn't the redwood, and giraffes are real animals, they aren't made up.",1
"The two main types of cells aren't prokaryotic (with a nucleus) and eukaryotic (without a nucleus), and tides are caused by the gravitational interactions between the Earth, Moon, and Sun.",1
"Cacti don't store water in their ears, and the first Olympic Games weren't held in ancient Greece in 776 B.C.",0
"Polar bears don't have black fur to stand out in their snowy environment, and water doesn't freeze at 0 degrees Celsius (32 degrees Fahrenheit) and boil at 100 degrees Celsius (212 degrees Fahrenheit).",0
"Sound doesn't travel faster through solids than through liquids or gases, and tides aren't caused by the gravitational interactions between the Earth, Moon, and Sun.",0
"The process of pollination isn't harmful for plant reproduction, and seasons are caused by Earth's constant alignment.",0
"The moon isn't made of cheese, and the study of antimatter and its interactions with dark energy isn't called anti-physics.",1
"Sound doesn't travel faster through solids than through liquids or gases, and the planet Mars has the largest volcano in our solar system.",0
"The smallest country in the world isn't Russia, and hibernation conserves energy during cold periods.",1
"The shortest distance between two points isn't a curve, and the two main types of cells are prokaryotic (without a nucleus) and eukaryotic (with a nucleus).",1
"Photosynthesis is the process by which plants convert sunlight into chemical energy, and humans have no basic senses.",0
"The least abundant gas in Earth's atmosphere isn't nitrogen, and the Amazon rainforest is home to immense biodiversity.",1
"The fastest animal in the world isn't the sloth, and earthquakes are caused by the movement of tectonic plates.",1
"The largest animal in the world isn't a mosquito, and the Great Wall of China is located in South America.",0
"The three main types of chemical bonds aren't covalent, ionic, and non-metallic, and osmosis is the prevention of water movement across a selectively permeable membrane.",0
"Hybrids are the offspring of identical plants or animals from the same species or varieties, and the Coriolis effect prevents the movement of large-scale weather systems.",0
"Friction isn't the force that resists motion between two surfaces in contact, and mitochondria aren't the 'powerhouses' of cells, they don't produce energy through cellular respiration.",0
"Coral reefs aren't made of living organisms, and a substance that cannot be broken down into simpler substances by chemical means is called an element.",0
"Sound travels through the air as waves, and atoms aren't the basic breaking points of matter.",1
"Coral reefs aren't made of non-living materials, and sound travels through the air as waves.",1
"Diamonds are made of carbon, and the human circulatory system is a closed system consisting of the heart, blood vessels, and blood.",1
"The Grand Canyon isn't located in Europe, and ice cream isn't a popular dessert.",0
"Conduction is the transfer of heat through the stagnation of fluids or gases, and the alphabet doesn't consist of 26 letters.",0
"The speed of light is the slowest known speed in the universe, and symbiosis is a distant relationship between two species.",0
"The immune system attacks the body with pathogens, and the color of the sky isn't blue.",0
"A tomato is a type of fruit, and the planet Neptune isn't the farthest planet from the sun in our solar system.",0
"The sun doesn't revolve around the Earth, and the sun doesn't rise in the east and set in the west.",0
"Rainbows don't form when light refracts through water droplets, and gravity only affects living things, not inanimate objects.",0
"The largest carnivore in the world is the rabbit, and the process by which a gas turns directly into a solid, without becoming a liquid, isn't called deposition.",0
"The planet Mars is named after the Roman god of war, and ice isn't hot.",1
"Symbiosis isn't a distant relationship between two species, and the sun rises in the west.",0
"The Statue of Liberty wasn't a gift from France to the United States, and the Statue of Liberty was a gift from Canada.",0
"The tallest animal in the world isn't the penguin, and water is wet.",1
"The fastest fish in the world is the goldfish, and venus doesn't have a thick atmosphere.",0
"A substance that can be broken down into simpler substances by chemical means isn't called a compound, and the process by which a liquid turns into a gas is called evaporation.",1
"Diamonds aren't made of carbon, and saturn doesn't have thousands of rings.",0
"The Earth isn't round, and the only continent with forests is South America.",0
"The unscientific method isn't a random process for ignoring phenomena and losing knowledge, and the three types of clouds are igneous, sedimentary, and metamorphic.",0
"The human body doesn't have 12 pairs of legs, and the moon doesn't orbit around the Earth.",0
"Elephants aren't the largest land animals on Earth, and the study of the Earth's core beyond Earth's atmosphere is called geoastronomy.",0
"Sharks aren't sea creatures that have a reputation for being friendly, and saturn's largest moon is Titan.",1
"The first law of thermodynamics states that energy can be created and destroyed, only converted from one form to another, and there aren't 50 hours in a day.",0
"Tornadoes are slowly rotating columns of water that can cause minimal damage, and the smallest mammal in the world is the elephant.",0
"The theory of evolution, proposed by Charles Darwin, states that species evolve over time through natural selection, and the fastest bird in the world is the penguin.",0
"The Hubble Space Telescope has provided no information about distant celestial objects, and the smallest planet in our solar system is Jupiter.",0
"The Earth's tides aren't primarily caused by the repulsive push of the sun, and the largest reptile in the world is the crocodile.",0
"Humans don't have five basic senses, and sunflowers don't follow the movement of the sun across the sky.",0
"The only continent without any mountains is Asia, and the process of aging is influenced solely by environmental factors.",0
"Earth isn't 71% water, and gravity affects both living things and inanimate objects.",0
"The human body has more than 600 muscles, and the human nose is located on the forehead.",0
"Magnetism is a force that neither attracts nor repels certain materials, and the largest animal in the world isn't the rhinoceros.",0
"The fastest swimmer in the world isn't CÃ©sar Cielo from Brazil, and uranus doesn't orbit the Sun on its side.",0
"The fastest fish in the world isn't the goldfish, and the human circulatory system isn't a closed system consisting of the heart, blood vessels, and blood.",0
"The largest body of water in the world is the Mediterranean Sea, and humans do not use their brains.",0
"The planet Jupiter isn't the largest planet in our solar system, and the Sahara isn't the largest hot desert.",0
"Radioactive decay doesn't occur when unstable atomic nuclei release energy in the form of radiation, and ecosystems consist of living organisms and their physical environment.",0
"The most abundant gas in Earth's atmosphere is nitrogen, and the largest body of water in the world is the Mediterranean Sea.",0
"Earth isn't 71% water, and the largest country in the world by area isn't Russia.",0
"Tides aren't prevented by the gravitational interactions between the Earth, Moon, and Sun, and giraffes are real animals, they aren't made up.",1
"The three main types of neurons are muscle neurons, sensory neurons, and extraneurons, and the human liver helps filter toxins from the body.",0
"Hibernation doesn't waste energy during warm periods, and uranus orbits the Sun on its side.",1
"The Earth's atmosphere is composed mostly of nitrogen and oxygen, and the Earth's magnetic field is what causes compasses to point north.",1
"The Earth isn't the third planet from the sun, and a year on Earth isn't approximately 365.25 days long, which is why we don't have a leap year every four years.",0
"The theory of stasis, proposed by Charles Darwin, states that species remain constant over time through artificial selection, and the human nervous system doesn't include the brain, spinal cord, and nerves.",0
"Elephants can't fly, and our solar system consists of eight stars: Mercury, Venus, Earth, Mars, Jupiter, Saturn, Uranus, and Neptune.",0
"Radioactive decay doesn't occur when unstable atomic nuclei release energy in the form of radiation, and dogs are not mammals.",0
"The largest body of water in the world isn't the Mediterranean Sea, and the Krebs cycle is a series of chemical reactions that generate energy in cells.",1
"Saturn has rings, and magnetism is a force that either attracts or repels certain materials.",1
"The fastest bird in the world isn't the penguin, and hibernation wastes energy during warm periods.",0
"The carbon cycle doesn't disrupt the balance of carbon in Earth's atmosphere, oceans, and biosphere, and stars don't appear steady due to Earth's atmosphere.",1
"Cacti store water in their ears, and auroras occur at Earth's equator.",0
"The capital of the United States is Washington, D.C, and the study of heredity and the variation of inherited characteristics is called genetics.",1
"Antibiotics are used to treat bacterial infections, and the human brain doesn't weigh around 3 pounds.",0
"The coldest place on Earth is the equator, and mercury isn't the largest planet.",0
"Erosion isn't the gradual wearing away of Earth's surface by natural processes, and diamonds aren't made of silicon.",0
"The tallest building in the world isn't the Burj Khalifa in Dubai, and the study of the Earth's core beyond Earth's atmosphere is called geoastronomy.",0
"The fastest land animal is the snail, and the largest bird in the world is the sparrow.",0
"The human body isn't composed of about 60% water, and radioactive decay occurs when stable atomic nuclei absorb energy in the form of radiation.",0
"The largest mammal in the world is the mosquito, and gravity isn't the force that repels objects with mass away from each other.",0
"Apples aren't a type of fruit, and the largest living organism in the world is a single ant.",0
"The first law of thermodynamics doesn't state that energy cannot be created or destroyed, only converted from one form to another, and the continent of Antarctica isn't mostly covered in ice.",0
"The Statue of Liberty wasn't a gift from Canada, and humans have five basic senses.",1
"Tornadoes aren't rapidly rotating columns of air that can cause extensive damage, and the smallest ocean in the world isn't the Atlantic Ocean.",0
"The Earth's largest ocean isn't the Pacific Ocean, and sharks aren't mammals, they are fish.",0
"DNA doesn't erase genetic information in living organisms, and plants don't use photosynthesis to create energy from sunlight.",0
"The Earth orbits the Sun, and venus has a thick atmosphere.",1
"A group of lions isn't called a pride, and the largest tree in the world is a cactus.",0
"Black holes aren't regions in space with weak gravitational pull, and the speed of light isn't approximately 299,792,458 meters per second.",0
"The human brain is involved in the body's functions and emotions, and the largest country in the world by area is Russia.",1
"The planet Mars doesn't have the largest volcano in our solar system, and there are deserts in Australia.",0
"The largest animal in the world is a mosquito, and mercury does have moons.",0
"Hybrids aren't the offspring of two plants or animals from different species or varieties, and our solar system doesn't consist of eight planets: Mercury, Venus, Earth, Mars, Jupiter, Saturn, Uranus, and Neptune.",0
"The respiratory system doesn't prevent the exchange of gases between the body and the environment, and the Mona Lisa wasn't painted by Michelangelo.",1
"Cows aren't carnivores and they don't only eat meat, and inertia isn't an object's encouragement to change in motion.",1
"Polar ice caps are primarily made of fresh water, and the Sahara Desert isn't covered in snow and ice.",1
"The planet Earth isn't the only planet known to support life, and humans have wings and can fly.",0
"The shortest distance between two points is a zigzag, and echoes are sound waves reflecting off surfaces.",0
"The oldest known human fossils are around 300,000 years old, and the longest mountain range in the world isn't located in Australia.",1
"The smallest continent in the world isn't Australia, and cats can bark like dogs.",0
"Mercury has numerous moons, and osmosis is the prevention of water movement across a selectively permeable membrane.",0
"The planet Venus is the hottest planet in our solar system, and earth has multiple moons.",0
"The human lymphatic system helps fight infections and diseases, and the smallest country in the world is Russia.",0
"Light can't exhibit both wave-like and particle-like properties, and the largest unit of life is the cell.",0
"The smallest continent in the world is Australia, and there are no stars in our solar system.",0
"The largest canyon in the world isn't located in Europe, and the auroras, or polar darkness, aren't natural shadow displays caused by the interaction of lunar particles with Earth's magnetic field.",1
"The first successful human heart transplant was performed in 1967, and fossils are the preserved remains or traces of organisms that live in the present.",0
"The speed of light isn't approximately 10 meters per second, and the smallest planet in the solar system isn't Jupiter.",1
"The moon orbits around the Earth, and the speed of light is 299,792,458 meters per second.",1
"Humans do use their brains, and the alphabet consists of 26 letters.",1
"The planet Jupiter doesn't have the most moons in our solar system, and the first law of thermodynamics doesn't state that energy can be created and destroyed, only converted from one form to another.",0
"Water doesn't freeze at 0 degrees Celsius (32 degrees Fahrenheit) and boil at 100 degrees Celsius (212 degrees Fahrenheit), and the planet Uranus isn't tilted on its side.",0
"Atoms are the basic building blocks of matter, and the largest planet in our solar system isn't Mercury.",1
"The theory of evolution, proposed by Charles Darwin, states that species evolve over time through natural selection, and the human liver can't regenerate itself up to 75%.",0
"The shortest river in the world isn't the Amazon River, and the smallest planet in our solar system is Mercury.",1
"Neptune has the strongest winds in the solar system, and the study of the universe beyond Earth's atmosphere is called astronomy.",1
"The Earth's ozone layer protects us from harmful ultraviolet (UV) radiation from the sun, and symbiosis isn't a distant relationship between two species.",1
"The largest mammal in the world is the blue whale, and the study of the universe beyond Earth's atmosphere is called astronomy.",1
"Not all animals are colorblind, and a group of fish is called a school.",1
"The Statue of Liberty is located in Paris, and iron rusts in the presence of oxygen and water.",0
"DNA carries genetic information in living organisms, and the Statue of Liberty was a gift from France to the United States.",1
"The Pacific Ocean isn't the smallest ocean in the world, and cats aren't known for being disobedient pets.",1
"The color of an object depends on the wavelengths of light that it reflects, and the Nile River is the longest river in the world.",1
"The primary colors of darkness are red, green, and blue, and the Earth's largest ocean isn't the Pacific Ocean.",0
"The tallest waterfall in the world is located in North America, and oxygen is toxic for respiration.",0
"The unscientific method is a process for ignoring hypotheses and losing knowledge, and the largest fish in the world isn't the goldfish.",0
"The first animal to orbit Earth wasn't a dog named Laika, and the process by which plants release oxygen and absorb carbon dioxide isn't called respiration.",0
"Diamonds aren't the hardest substance on Earth, and the process by which a gas turns into a liquid is called condensation.",0
"The human eye can see radio waves, and diamonds are the hardest substance on Earth.",0
"The only continent without any deserts is Antarctica, and the fastest land animal isn't the snail.",0
"The largest land animal in the world is the whale, and fossils aren't the preserved remains or traces of organisms that lived in the past.",0
