statement,label
Neodymium is a radioactive actinide mainly used in research and plutonium production.,0
Neon has the symbol Ne.,1
Chromium is used in stainless steel and as a decorative plating.,1
Neodymium appears in its standard state as Gas.,0
Fluorine is used in solder and pewter.,0
Chlorine appears in its standard state as Solid.,0
Palladium has the symbol Pd.,1
Promethium is a radioactive element used in luminous paints.,1
Thallium appears in its standard state as Solid.,1
Sulfur has the symbol S.,1
"Copper is a strong, lightweight metal used in aerospace and medical implants.",0
Beryllium is in the Actinide group.,0
Arsenic appears in its standard state as Solid.,1
Zinc has the atomic number of 49.,0
Copper is in the Post-transition metal group.,0
Yttrium has the atomic number of 26.,0
Germanium is in the Alkaline earth metal group.,0
Zinc appears in its standard state as Solid.,1
Dysprosium is used in magnets and lasers.,1
Holmium appears in its standard state as Solid.,1
Promethium is used in flame retardants and as a fumigant.,0
Antimony has the symbol Al.,0
Beryllium is in the Alkaline earth metal group.,1
Polonium has the symbol Tb.,0
Aluminum has the atomic number of 13.,1
Selenium is in the Nonmetal group.,1
Chromium has the atomic number of 39.,0
Phosphorus is in the Nonmetal group.,1
Lutetium is in the Transition metal group.,0
Radium appears in its standard state as Gas.,0
Copper is in the Transition metal group.,1
Nitrogen has the atomic number of 31.,0
Arsenic has the atomic number of 53.,0
Strontium appears in its standard state as Solid.,1
"Tungsten is a lightweight, corrosion-resistant metal used in many applications.",0
"Aluminum is a lightweight, corrosion-resistant metal used in many applications.",1
Rubidium is used in phosphors for CRT displays and LEDs.,0
Tantalum is in the Transition metal group.,1
Hafnium has the symbol Hf.,1
Gold has the symbol Cr.,0
Protactinium appears in its standard state as Gas.,0
Neptunium has the atomic number of 93.,1
Germanium is in the Metalloid group.,1
Lanthanum has the atomic number of 17.,0
Cesium appears in its standard state as Gas.,0
Boron appears in its standard state as Solid.,1
Fluorine appears in its standard state as Gas.,1
Chlorine has the symbol Cr.,0
Strontium has the atomic number of 38.,1
Iridium has the symbol Ir.,1
Silver has the atomic number of 82.,0
Francium has the symbol Tl.,0
Helium has the atomic number of 2.,1
Bromine has the atomic number of 35.,1
Radon is in the Noble gas group.,1
Sulfur is the second most abundant element in Earth's crust and is used in computer chips.,0
Magnesium appears in its standard state as Gas.,0
Xenon is in the Noble gas group.,1
Actinium has the symbol Ac.,1
Gold has the symbol Au.,1
Platinum appears in its standard state as Solid.,1
Beryllium has the symbol As.,0
Ruthenium is in the Transition metal group.,1
Rhenium has the symbol Tm.,0
Palladium has the atomic number of 46.,1
Neon has the atomic number of 10.,1
Actinium appears in its standard state as Gas.,0
Neon is a radioactive element used as a neutron source and in some cancer treatments.,0
Magnesium appears in its standard state as Solid.,1
Manganese is a rare earth metal used in high-performance alloys.,0
Erbium has the symbol Pr.,0
Iridium has the atomic number of 77.,1
Yttrium is in the Post-transition metal group.,0
Lead is in the Post-transition metal group.,1
Cobalt appears in its standard state as Gas.,0
Cadmium has the symbol Cd.,1
Thulium appears in its standard state as Solid.,1
Thorium is in the Actinide group.,1
Copper is an excellent conductor of electricity and is used in wiring and pipes.,1
Ytterbium is in the Noble gas group.,0
Iodine appears in its standard state as Solid.,1
Bromine appears in its standard state as Solid.,0
Actinium is in the Post-transition metal group.,0
Lanthanum appears in its standard state as Liquid.,0
Mercury is in the Actinide group.,0
Platinum is in the Transition metal group.,1
Actinium has the symbol Ar.,0
Osmium has the symbol Os.,1
Carbon is in the Alkaline earth metal group.,0
Neptunium has the symbol Np.,1
Potassium appears in its standard state as Solid.,1
Cerium has the symbol Ne.,0
Potassium has the symbol K.,1
Bromine has the symbol Br.,1
Ruthenium appears in its standard state as Liquid.,0
Tellurium is used in catalytic converters and hydrogen storage.,0
"Titanium is a strong, lightweight metal used in aerospace and medical implants.",1
Arsenic has the symbol Re.,0
Beryllium is used in the production of glass and ceramics.,0
Platinum has the atomic number of 78.,1
Technetium is in the Transition metal group.,1
Thorium has the symbol Se.,0
Argon is in the Noble gas group.,1
Cadmium is in the Lanthanide group.,0
Calcium has the symbol Ca.,1
Beryllium appears in its standard state as Solid.,1
Zirconium has the symbol Zr.,1
Germanium has the atomic number of 13.,0
Arsenic appears in its standard state as Liquid.,0
Palladium is in the Nonmetal group.,0
Tellurium is in the Alkali metal group.,0
Radon has the atomic number of 86.,1
Dysprosium has the symbol U.,0
Lutetium has the atomic number of 37.,0
Selenium is used in lasers and magnetic refrigeration.,0
Mercury is a liquid at room temperature and used in thermometers and some electrical switches.,1
Krypton has the atomic number of 36.,1
Erbium is used in lasers and fiber-optic communication.,1
Praseodymium is in the Nonmetal group.,0
Cerium forms more compounds than any other element.,0
Boron has the symbol B.,1
Argon appears in its standard state as Gas.,1
Iron has the atomic number of 12.,0
Silver has the symbol Sb.,0
"Titanium is used in lasers, atomic clocks, and some solar cells.",0
Phosphorus has the symbol P.,1
Neodymium has the atomic number of 60.,1
Xenon has the symbol F.,0
Tin is used in solder and pewter.,1
Tellurium has the atomic number of 52.,1
Mercury has the atomic number of 65.,0
Copper has the atomic number of 50.,0
Iridium has the atomic number of 56.,0
Lutetium has the symbol Lu.,1
Zirconium is in the Metalloid group.,0
Fluorine is in the Transition metal group.,0
Phosphorus has the symbol Zn.,0
Fluorine has the symbol N.,0
Magnesium has the symbol Mg.,1
Neon has the symbol Lu.,0
Cobalt appears in its standard state as Solid.,1
Ruthenium has the symbol Au.,0
Gadolinium appears in its standard state as Solid.,1
Praseodymium has the atomic number of 59.,1
Bismuth has the atomic number of 55.,0
Zinc is used to galvanize steel and is an essential trace element in living organisms.,1
Francium appears in its standard state as Solid.,1
Thorium has the atomic number of 78.,0
Hafnium is essential for thyroid function and is used as a disinfectant.,0
Selenium appears in its standard state as Solid.,1
Thorium has the atomic number of 90.,1
Protactinium is a radioactive element with no significant practical applications.,1
Molybdenum is used in high-temperature applications and steel alloys.,1
Rubidium is in the Alkali metal group.,1
Krypton is a noble gas used in some lighting applications and window insulation.,1
Argon has the atomic number of 12.,0
Helium is used in catalytic converters and hydrogen storage.,0
Neon has the atomic number of 63.,0
Germanium appears in its standard state as Solid.,1
Manganese is in the Transition metal group.,1
Carbon has the atomic number of 71.,0
Tantalum is in the Lanthanide group.,0
Beryllium appears in its standard state as Gas.,0
Polonium has the atomic number of 25.,0
Silicon is in the Metalloid group.,1
Gold has the atomic number of 79.,1
Potassium is in the Alkali metal group.,1
Thulium has the atomic number of 69.,1
Cerium is used in catalytic converters and self-cleaning ovens.,1
Titanium has the atomic number of 22.,1
Gold is in the Lanthanide group.,0
Lithium has the atomic number of 3.,1
Bismuth appears in its standard state as Gas.,0
Thorium is an essential trace element in living organisms and is used to strengthen steel.,0
Thulium has the symbol Tm.,1
Bromine has the atomic number of 64.,0
Strontium has the atomic number of 12.,0
Dysprosium has the atomic number of 60.,0
Scandium appears in its standard state as Gas.,0
Fluorine has the atomic number of 9.,1
Cadmium has the atomic number of 48.,1
Holmium has the symbol Ho.,1
Bromine has the symbol Mo.,0
Lanthanum is in the Alkali metal group.,0
Lutetium is used in PET scans and some cancer treatments.,1
Mercury has the atomic number of 80.,1
Molybdenum is in the Transition metal group.,1
Lithium is the lightest metal and is used in rechargeable batteries.,1
Molybdenum is used in the production of sulfuric acid and rubber vulcanization.,0
Samarium has the atomic number of 28.,0
Tellurium appears in its standard state as Gas.,0
Aluminum appears in its standard state as Solid.,1
Magnesium is in the Alkaline earth metal group.,1
Bismuth has the symbol Bi.,1
Vanadium appears in its standard state as Solid.,1
"Platinum is a highly valued, non-reactive metal used in jewelry, catalytic converters, and fuel cells.",1
Tin appears in its standard state as Solid.,1
Calcium is in the Nonmetal group.,0
Chlorine appears in its standard state as Gas.,1
Germanium is a semiconductor used in transistors and photovoltaic cells.,1
Gadolinium is in the Lanthanide group.,1
Ruthenium is used in catalytic converters and some electronic components.,1
Gold is the most reactive and electronegative element.,0
Calcium has the atomic number of 20.,1
Promethium has the symbol Pm.,1
Nickel is in the Transition metal group.,1
Gadolinium has the atomic number of 6.,0
Xenon appears in its standard state as Solid.,0
Francium is in the Halogen group.,0
Tungsten appears in its standard state as Liquid.,0
Iridium is in the Transition metal group.,1
Rhodium has the symbol Rh.,1
Cesium is in the Transition metal group.,0
Osmium is in the Post-transition metal group.,0
Niobium has the symbol Nb.,1
Dysprosium is in the Lanthanide group.,1
"Beryllium is a lightweight, strong metal used in aerospace and other applications.",1
Selenium has the symbol Na.,0
Rhodium appears in its standard state as Solid.,1
Aluminum has the symbol Sc.,0
Iodine is in the Halogen group.,1
Ytterbium has the symbol Mo.,0
Lithium has the symbol Sb.,0
Iron has the symbol Tl.,0
Cadmium has the symbol Ir.,0
Lead appears in its standard state as Solid.,1
Xenon is a noble gas used in lighting and medical imaging.,1
Lithium appears in its standard state as Solid.,1
Mercury has the symbol Hg.,1
Radon is a radioactive noble gas produced during the decay of uranium and thorium; it can accumulate in buildings and is a health hazard.,1
Sodium has the atomic number of 11.,1
Bromine is used in flame retardants and as a fumigant.,1
Astatine has the atomic number of 7.,0
Niobium is a radioactive element with no significant practical applications.,0
Neodymium is in the Transition metal group.,0
Phosphorus is in the Alkali metal group.,0
Oxygen has the symbol O.,1
Indium has the symbol In.,1
Radium is a radioactive alkaline earth metal used in luminous paints and some cancer treatments.,1
Lithium is in the Alkali metal group.,1
Zirconium is used in nuclear reactors due to its low neutron absorption.,1
Krypton is in the Noble gas group.,1
"Nickel is used in coins, batteries, and corrosion-resistant alloys.",1
Hydrogen is in the Nonmetal group.,1
Carbon has the symbol C.,1
Iron has the atomic number of 26.,1
Oxygen has the atomic number of 8.,1
Neon is in the Post-transition metal group.,0
Lithium has the symbol Li.,1
Cadmium is used in magnets and lasers.,0
Thallium is a toxic element used in some semiconductors and infrared detectors.,1
Lutetium appears in its standard state as Solid.,1
Radon appears in its standard state as Solid.,0
Boron has the atomic number of 5.,1
Calcium appears in its standard state as Gas.,0
Tungsten has the symbol Zr.,0
Silver is in the Transition metal group.,1
Oxygen has the atomic number of 76.,0
Polonium has the atomic number of 84.,1
Arsenic is a toxic element used in pesticides and some alloys.,1
Hafnium has the atomic number of 71.,0
Samarium appears in its standard state as Solid.,1
Fluorine is in the Halogen group.,1
Chlorine is in the Post-transition metal group.,0
Protactinium has the symbol Pa.,1
Radon is in the Lanthanide group.,0
Argon appears in its standard state as Solid.,0
Yttrium is used in phosphors for CRT displays and LEDs.,1
Titanium appears in its standard state as Liquid.,0
Boron is in the Post-transition metal group.,0
Gold appears in its standard state as Solid.,1
Gallium has a low melting point and is used in semiconductors and LEDs.,1
Copper has the atomic number of 29.,1
Actinium is a radioactive element used as a neutron source and in some cancer treatments.,1
Neptunium has the atomic number of 4.,0
Tungsten is in the Transition metal group.,1
Nitrogen appears in its standard state as Solid.,0
Silver has the atomic number of 47.,1
Tungsten appears in its standard state as Solid.,1
Strontium is in the Alkaline earth metal group.,1
Barium has the atomic number of 81.,0
Barium appears in its standard state as Solid.,1
Argon is the lightest radioactive element and is used in medical imaging.,0
Oxygen is in the Halogen group.,0
Radium is a highly radioactive element used in some heaters for space probes.,0
Technetium appears in its standard state as Gas.,0
Gallium has the symbol Cs.,0
Manganese has the symbol Gd.,0
Indium appears in its standard state as Gas.,0
Nitrogen appears in its standard state as Gas.,1
Bismuth is used in solder and pewter.,0
Vanadium is used to strengthen steel and in some high-capacity batteries.,1
Titanium appears in its standard state as Solid.,1
"Iron is a highly valued, non-reactive metal used in jewelry, catalytic converters, and fuel cells.",0
"Iridium is a rare, dense metal used in spark plugs, fountain pen nibs, and crucibles for high-temperature applications.",1
Indium is in the Post-transition metal group.,1
Calcium has the symbol P.,0
Antimony has the atomic number of 21.,0
Tantalum is used in capacitors and high-temperature alloys.,1
Vanadium is in the Transition metal group.,1
Nitrogen is used in thermoelectric devices and solar cells.,0
Tellurium appears in its standard state as Solid.,1
Chromium has the symbol Ru.,0
Cobalt has the symbol Co.,1
Cadmium appears in its standard state as Gas.,0
Cesium has the symbol Cs.,1
Tungsten has the symbol W.,1
Terbium has the atomic number of 65.,1
Holmium is in the Metalloid group.,0
Praseodymium appears in its standard state as Solid.,1
Iodine appears in its standard state as Gas.,0
Actinium appears in its standard state as Solid.,1
Sodium has the symbol Na.,1
Tellurium is used in thermoelectric devices and solar cells.,1
Aluminum has the atomic number of 36.,0
"Ytterbium is used in lasers, atomic clocks, and some solar cells.",1
Iridium appears in its standard state as Gas.,0
Astatine is in the Actinide group.,0
Rhenium appears in its standard state as Solid.,1
Lanthanum is used to galvanize steel and is an essential trace element in living organisms.,0
Radium appears in its standard state as Solid.,1
Samarium appears in its standard state as Gas.,0
Thulium has the atomic number of 64.,0
Fluorine appears in its standard state as Solid.,0
Ytterbium has the symbol Yb.,1
Barium has the atomic number of 56.,1
Germanium has the atomic number of 32.,1
Rhenium has the symbol Re.,1
Silicon is the second most abundant element in Earth's crust and is used in computer chips.,1
Zinc is in the Transition metal group.,1
Ytterbium has the atomic number of 82.,0
Helium appears in its standard state as Gas.,1
Palladium has the atomic number of 45.,0
Argon has the symbol Co.,0
Chromium has the atomic number of 24.,1
Boron is used in lasers and magnetic refrigeration.,0
Erbium appears in its standard state as Gas.,0
Cobalt has the atomic number of 27.,1
Zinc has the symbol Zn.,1
Chromium is used in strong magnets and as a yellow pigment.,0
Silicon appears in its standard state as Gas.,0
Vanadium has the atomic number of 66.,0
Uranium has the symbol U.,1
Ruthenium has the symbol Ru.,1
Molybdenum appears in its standard state as Solid.,1
Actinium has the atomic number of 62.,0
Barium is used in medical imaging and fireworks.,1
Europium is in the Lanthanide group.,1
Scandium is in the Transition metal group.,1
Magnesium has the symbol Br.,0
Iodine has the symbol I.,1
Rubidium is a highly reactive alkali metal used in atomic clocks.,1
Sulfur appears in its standard state as Solid.,1
Xenon is in the Nonmetal group.,0
Gallium is in the Post-transition metal group.,1
Francium is the lightest metal and is used in rechargeable batteries.,0
Rhodium has the atomic number of 45.,1
Copper appears in its standard state as Solid.,1
Zirconium has the symbol Eu.,0
Platinum has the atomic number of 90.,0
Rhodium has the symbol Sn.,0
Protactinium appears in its standard state as Solid.,1
Bismuth has the symbol La.,0
Thallium is in the Transition metal group.,0
Helium is used to fill balloons and airships because it is lighter than air.,1
Platinum is in the Halogen group.,0
Lithium is essential for thyroid function and is used as a disinfectant.,0
Nitrogen has the symbol La.,0
Gallium is in the Transition metal group.,0
Calcium is essential for bone formation and muscle function.,1
Zinc is an essential trace element in living organisms and is used to strengthen steel.,0
Europium is used in phosphors for lighting and displays.,1
Helium is in the Transition metal group.,0
Antimony is in the Noble gas group.,0
Manganese appears in its standard state as Gas.,0
Hafnium is in the Alkaline earth metal group.,0
Nickel has the atomic number of 28.,1
Oxygen appears in its standard state as Solid.,0
Manganese has the atomic number of 1.,0
Copper appears in its standard state as Gas.,0
Erbium is in the Lanthanide group.,1
Nitrogen has the atomic number of 7.,1
Radium is in the Alkaline earth metal group.,1
Fluorine has the atomic number of 29.,0
Uranium is in the Actinide group.,1
Scandium is a rare earth metal used in high-performance alloys.,1
Thallium has the atomic number of 81.,1
Arsenic is in the Nonmetal group.,0
Germanium is a noble gas used as an inert atmosphere in welding and other applications.,0
Ruthenium appears in its standard state as Solid.,1
Selenium is in the Alkali metal group.,0
Selenium has the atomic number of 34.,1
Iridium is used in catalytic converters and hydrogen storage.,0
Oxygen has the symbol Ne.,0
Bismuth is in the Post-transition metal group.,1
Lutetium has the symbol Be.,0
Europium is in the Transition metal group.,0
Holmium appears in its standard state as Gas.,0
Technetium is a noble gas used as an inert atmosphere in welding and other applications.,0
Praseodymium has the symbol Sc.,0
Neodymium is used in powerful permanent magnets and lasers.,1
Tantalum appears in its standard state as Solid.,1
Vanadium has the atomic number of 23.,1
Dysprosium has the atomic number of 66.,1
Neptunium is used in green phosphors and lasers.,0
Zirconium has the atomic number of 40.,1
Promethium appears in its standard state as Gas.,0
Germanium has the symbol Ge.,1
Lithium has the atomic number of 56.,0
Terbium has the symbol Tb.,1
Argon has the symbol Ar.,1
Ytterbium has the atomic number of 70.,1
Platinum appears in its standard state as Gas.,0
Scandium has the symbol Rn.,0
Indium has the atomic number of 60.,0
Praseodymium is used in strong magnets and as a yellow pigment.,1
Polonium appears in its standard state as Solid.,1
Rhodium has the atomic number of 48.,0
Sulfur is in the Alkaline earth metal group.,0
Nitrogen is in the Nonmetal group.,1
Francium is a highly radioactive alkali metal with no practical applications due to its instability.,1
Erbium has the symbol Er.,1
Cadmium has the atomic number of 37.,0
Osmium is used in strong magnets and as a yellow pigment.,0
Boron is in the Metalloid group.,1
Chromium has the symbol Cr.,1
Gold appears in its standard state as Gas.,0
Lead has the atomic number of 31.,0
Vanadium appears in its standard state as Gas.,0
Lithium appears in its standard state as Liquid.,0
Silicon appears in its standard state as Solid.,1
Astatine has the symbol At.,1
Nickel has the symbol Ni.,1
Helium appears in its standard state as Solid.,0
Magnesium is a lightweight metal used in alloys and flares.,1
Protactinium has the atomic number of 66.,0
Cadmium is in the Transition metal group.,1
Praseodymium has the symbol Pr.,1
Gadolinium is used in flame retardants and as a fumigant.,0
Erbium is in the Post-transition metal group.,0
Lanthanum is used in camera lenses and some batteries.,1
Europium is a semiconductor used in transistors and photovoltaic cells.,0
Yttrium has the symbol Y.,1
"Zirconium is a rare, dense metal used in spark plugs, fountain pen nibs, and crucibles for high-temperature applications.",0
Tellurium has the symbol Te.,1
Helium has the atomic number of 62.,0
Vanadium is used in the production of sulfuric acid and rubber vulcanization.,0
Tungsten is in the Actinide group.,0
Niobium has the symbol Rh.,0
Molybdenum has the atomic number of 43.,0
Neodymium has the symbol Ac.,0
Magnesium has the atomic number of 26.,0
Fluorine has the symbol F.,1
Thallium is an essential trace element used in photovoltaic cells and glass production.,0
Palladium is used in catalytic converters and hydrogen storage.,1
Vanadium has the symbol V.,1
Iridium is in the Alkaline earth metal group.,0
Erbium reacts violently with water and is essential for nerve function.,0
Chlorine is essential for muscle and nerve function and is highly reactive with water.,0
Antimony is used in flame retardants and some semiconductors.,1
Thallium has the symbol Sr.,0
Zinc has the atomic number of 30.,1
Potassium has the atomic number of 34.,0
Osmium is in the Transition metal group.,1
Sodium has the atomic number of 24.,0
Samarium has the symbol Pr.,0
Silicon is used in high-temperature alloys and catalytic converters.,0
Beryllium has the atomic number of 4.,1
Ruthenium is a highly conductive and reflective metal used in jewelry and electronics.,0
Nickel appears in its standard state as Solid.,1
Hafnium appears in its standard state as Solid.,1
Hafnium is used in nuclear control rods and high-temperature alloys.,1
Actinium is in the Actinide group.,1
Radium is in the Nonmetal group.,0
Boron appears in its standard state as Gas.,0
Beryllium has the atomic number of 36.,0
Uranium has the atomic number of 82.,0
Terbium has the atomic number of 89.,0
Neptunium is a radioactive actinide mainly used in research and plutonium production.,1
Oxygen is a noble gas used in lighting and medical imaging.,0
Iodine has the atomic number of 53.,1
Sulfur appears in its standard state as Gas.,0
Hydrogen has the symbol Pt.,0
Neptunium has the symbol Na.,0
Platinum has the symbol La.,0
Indium appears in its standard state as Solid.,1
Cobalt has the atomic number of 72.,0
Tin has the symbol Be.,0
Chlorine has the atomic number of 44.,0
Thorium has the symbol Th.,1
Dysprosium is in the Transition metal group.,0
Lithium is in the Noble gas group.,0
Promethium is in the Halogen group.,0
Holmium is necessary for aerobic respiration in living organisms.,0
Lead is a highly radioactive element used in some heaters for space probes.,0
Sodium is in the Alkali metal group.,1
Hydrogen appears in its standard state as Solid.,0
Samarium has the symbol Sm.,1
Mercury is in the Transition metal group.,1
Hafnium has the atomic number of 72.,1
Praseodymium has the atomic number of 36.,0
Hydrogen has the symbol H.,1
Gold has the atomic number of 89.,0
Molybdenum appears in its standard state as Gas.,0
Cadmium appears in its standard state as Solid.,1
Carbon is the most reactive and electronegative element.,0
Technetium has the atomic number of 6.,0
Europium appears in its standard state as Solid.,1
Silicon has the atomic number of 14.,1
Silicon has the symbol Si.,1
Strontium is in the Lanthanide group.,0
Barium has the symbol Ba.,1
Lanthanum has the symbol La.,1
Iodine is in the Transition metal group.,0
Lead appears in its standard state as Gas.,0
Silicon is in the Halogen group.,0
Neptunium is in the Transition metal group.,0
Rhodium is in the Transition metal group.,1
Calcium has the atomic number of 16.,0
Rhenium is in the Transition metal group.,1
Cerium has the symbol Ce.,1
Cerium has the atomic number of 75.,0
Fluorine is the most reactive and electronegative element.,1
Scandium is in the Noble gas group.,0
Neptunium appears in its standard state as Gas.,0
Lanthanum is in the Lanthanide group.,1
Silicon has the symbol Rn.,0
Thulium is used in lasers and medical imaging.,1
Lanthanum has the symbol Po.,0
Cerium is in the Lanthanide group.,1
Ruthenium is in the Lanthanide group.,0
Rhodium is a noble gas used as an inert atmosphere in welding and other applications.,0
Radium has the atomic number of 88.,1
Osmium appears in its standard state as Solid.,1
Lutetium is used to galvanize steel and is an essential trace element in living organisms.,0
Vanadium is in the Lanthanide group.,0
Gallium has the atomic number of 31.,1
Molybdenum has the symbol Mo.,1
Samarium is in the Transition metal group.,0
Arsenic has the atomic number of 33.,1
Iron is in the Transition metal group.,1
Zinc appears in its standard state as Liquid.,0
Samarium has the atomic number of 62.,1
Niobium is in the Transition metal group.,1
Gadolinium has the symbol Hg.,0
Selenium is an essential trace element used in photovoltaic cells and glass production.,1
Magnesium is in the Transition metal group.,0
Zirconium appears in its standard state as Gas.,0
Astatine is in the Halogen group.,1
