statement,label
"Cathay Financial doesn't operate in the industry of Chemicals, and China Shenhua Energy operates in the industry of Transportation.",0
"Intesa Sanpaolo operates in the industry of Trading Companies, and BlackRock doesn't have headquarters in United States.",0
"ENGIE engages in the provision of electricity, natural gas, and energy related services, and Ford Motor doesn't have headquarters in United States.",0
"GlaxoSmithKline has headquarters in Germany, and Thermo Fisher Scientific doesn't have headquarters in South Korea.",0
"UBS Group isn't a holding company that engages in the provision of financial management solutions, and Walgreens has headquarters in United States.",0
"SK Hynix operates in the industry of semiconductors, and Johnson & Johnson is a holding company that engages in the research and development, manufacture and sale of products in the healthcare field.",1
"Accenture engages in the provision of management consulting, technology, and outsourcing services, and Nestle doesn't engage in the production and distribution of cars, trucks and vans.",1
"Lockheed Martin has headquarters in Ireland, and Costco Wholesale doesn't operate in the industry of retailing.",0
"China Construction Bank doesn't operate in the industry of banking, and It's not true that KDDI operates in the industry of Materials.",0
"Shanghai Pudong Development Bank operates in the industry of Banking, and AbbVie (ABBV) doesn't have headquarters in United States.",0
"Rio Tinto doesn't have headquarters in France, and Shell doesn't engage in oil and natural gas production.",0
"ENGIE doesn't have headquarters in France, and Alphabet operates in the industry of Oil & Gas Operations.",0
"Nestle doesn't engage in the production and distribution of cars, trucks and vans, and National Australia Bank engages in the provision of banking and financial services.",1
"Hyundai Motor operates in the industry of Technology, and Barclays doesn't operate in the industry of Retailing.",0
"Honeywell has headquarters in United States, and Shanghai Pudong Development Bank operates in the industry of Banking.",0
"China Shenhua Energy operates in the industry of Transportation, and Raytheon Technologies doesn't operate in the industry of Banking.",0
"Verizon Communications engages in the exploration, production, refining and sale of oil, gas, electricity and chemicals, and National Australia Bank has headquarters in Australia.",0
"Bank of Communications has headquarters in China, and CNOOC doesn't have headquarters in Japan.",1
"Siemens doesn't operate in the industry of Oil & Gas Operations, and The Home Depot doesn't engage in the provision of telecommunication and information technology services.",1
"Walt Disney is not a diversified international family entertainment and media enterprise, and Shanghai Pudong Development Bank operates in the industry of Banking.",0
"LVMH Moet Hennessy Louis Vuitton operates in the industry of household & personal products, and Mitsubishi UFJ Financial Group has headquarters in Japan.",1
"Toronto-Dominion Bank provides financial products and services, and Linde engages in the production and distribution of industrial gases.",1
"Wells Fargo operates in the industry of banking, and Lloyds Banking Group doesn't operate in the industry of Consumer Durables.",1
"Bayerische Motoren Werke (BMW) engages in the manufacture and sale of automobiles and motorcycles, and Enbridge has headquarters in United States.",0
"Stellantis doesn't have headquarters in Netherlands, and Prudential Financial operates in the industry of Oil & Gas Operations.",0
"SK Hynix has headquarters in China, and PNC Financial Services operates in the industry of banking.",0
"Intesa Sanpaolo operates in the industry of Trading Companies, and Itochu engages in business of product trading and business investment activities.",0
"It's not true that Postal Savings Bank of China operates in the industry of Consumer Durables, and Dow has headquarters in Italy.",0
"China Mobile engages in the manufacture, marketing, distribution and sale of beverages, food, and snacks, and PepsiCo doesn't have headquarters in the United States.",0
"China Citic Bank doesn't produce and market fuels, natural gas and low-carbon electricity, and Caterpillar engages in the manufacture of construction and mining equipment, diesel and natural gas engines, industrial gas turbines and diesel-electric locomotives.",1
"Nestle has headquarters in Mexico, and Equinor doesn't operate in the industry of oil & gas operations.",0
"Morgan Stanley is a holding company, which engages in the provision of a portfolio of transportation, e-commerce, and business services, and BHP Group doesn't provide insurance and financial services to individual and institutional customers.",0
"Oracle operates in the industry of it software & services, and ENGIE engages in the provision of banking and financial services.",0
"Siemens doesn't engage in property development, commodity residential building distribution, and property management, and American International Group doesn't have headquarters in Ireland.",1
"Sony doesn't engage in the development, design, manufacture, and sale of electronic equipment, instruments, devices, game consoles, and software for consumers, professionals and industrial markets, and Johnson & Johnson is a holding company that engages in the research and development, manufacture and sale of products in the healthcare field.",0
"Prudential Financial engages in the provision of financial products and services including life insurance, annuities, mutual funds, and investment management to both individual and institutional customers, and Costco Wholesale operates in the industry of Materials.",0
"Novartis operates in the industry of Banking, and Charter Communications doesn't engage in the provision of financial products and services, including personal, commercial, corporate, and investment banking.",0
"Munich Reinsurance engages in the discovery, development, manufacture and sale of a broad and diversified line of healthcare products, and Deere & Company doesn't have headquarters in United States.",0
"It's not true that Mitsubishi UFJ Financial Group operates in the industry of Banking, and Goldman Sachs Group doesn't have headquarters in United States.",0
"It's not true that Mitsubishi UFJ Financial Group operates in the industry of Banking, and BNP Paribas has headquarters in China.",0
"Target isn't a holding company, which engages in the provision of financial services, and BHP Group has headquarters in Canada.",0
"Moller - Maersk operates in the industry of transportation, and Prudential Financial doesn't have headquarters in United States.",0
"Visa operates in the industry of business services & supplies, and Postal Savings Bank of China doesn't have headquarters in China.",0
"Mitsubishi UFJ Financial Group operates in the industry of Banking, and Toronto-Dominion Bank has headquarters in United States.",0
"Sberbank has headquarters in Russia, and Alibaba Group doesn't engage in providing online and mobile marketplaces in retail and wholesale trade.",0
"Apple doesn't engage in the provision of banking and related financial services, and American International Group doesn't have headquarters in United States.",0
"Poly Developments & Holdings Group engages in property development, commodity residential building distribution, and property management, and Banco Bradesco engages in the provision of financial and insurance services.",1
"BP operates as an integrated oil and gas company, and Walt Disney has headquarters in United States.",1
"Alphabet is a holding company, which engages in the business of acquisition and operation of different companies, and Tencent Holdings doesn't operate in the industry of Retailing.",1
"Anglo American is a mining company, which engages in the exploration and mining of precious base metals and ferrous metals, and America Movil operates in the industry of telecommunications services.",1
"Saudi Arabian Oil Company (Saudi Aramco) doesn't operate in the industry of Trading Companies, and CNOOC has headquarters in Japan.",0
"China Vanke doesn't engage in the development and sale of properties, and Sanofi engages in the manufacture and sale of semiconductor products.",0
"Fubon Financial engages in the provision of financial services, and Tencent Holdings doesn't operate in the industry of Retailing.",1
"Apple doesn't engage in the provision of banking and related financial services, and The Home Depot doesn't have headquarters in United States.",0
"It's not true that Novartis operates in the industry of Banking, and HCA Healthcare isn't a health care services company, which engages in operating hospitals, freestanding surgery centers and emergency rooms, and urgent care centers.",0
"China Mobile engages in the manufacture, marketing, distribution and sale of beverages, food, and snacks, and Goldman Sachs Group doesn't operate in the industry of diversified financials.",0
"UBS Group isn't a holding company that engages in the provision of financial management solutions, and Procter & Gamble isn't the world's largest home improvement specialty retailer.",0
"Enel doesn't operate in the industry of electricity & gas, and CNOOC has headquarters in Hong Kong.",0
"Novartis doesn't have headquarters in Japan, and Deutsche Post doesn't operate in the industry of transportation.",0
"Telefonica doesn't have headquarters in Spain, and ENGIE doesn't operate in the industry of Drugs & Biotechnology.",0
"Nestle operates in the industry of Banking, and Prudential Financial engages in the provision of financial products and services including life insurance, annuities, mutual funds, and investment management to both individual and institutional customers.",0
"JPMorgan Chase is a financial holding company. It provides financial and investment banking services, and Cisco Systems doesn't have headquarters in Japan.",1
"The Home Depot doesn't have headquarters in United States, and Hon Hai Precision doesn't have headquarters in Taiwan.",0
"AbbVie (ABBV) doesn't have headquarters in United States, and Brookfield Asset Management operates in the industry of diversified financials.",0
"Mitsubishi UFJ Financial Group has headquarters in Canada, and Ford Motor engages in the exploration, production, transport, refining, and marketing of petroleum and petroleum-derived products.",0
"BBVA doesn't have headquarters in Spain, and Lloyds Banking Group is a financial services company, which engages in the provision of a wide range of banking and financial services.",0
"Pfizer doesn't engage in the discovery, development, manufacturing, marketing, distribution, and selling of biopharmaceutical products worldwide, and Visa doesn't operate in the industry of business services & supplies.",0
"PetroChina operates in the industry of Insurance, and Thermo Fisher Scientific operates in the industry of healthcare equipment & services.",0
"Fubon Financial doesn't have headquarters in Taiwan, and Comcast doesn't operate in the industry of Banking.",0
"Walmart operates in the industry of retailing, and Chubb doesn't have headquarters in China.",1
"Postal Savings Bank of China operates in the industry of banking, and Lockheed Martin doesn't engage in the manufacture, distribution and sale of automobiles.",1
"Dow doesn't have headquarters in Italy, and Iberdrola is a holding company that engages in the generation, distribution, trading and marketing of electricity.",1
"China Vanke engages in the development and sale of properties, and Shanghai Pudong Development Bank operates in the industry of banking.",1
"Deutsche Telekom engages in the provision of telecommunication and information technology services, and Linde operates in the industry of chemicals.",1
"Ford Motor engages in the exploration, production, transport, refining, and marketing of petroleum and petroleum-derived products, and Tesla has headquarters in Canada.",0
"Morgan Stanley has headquarters in South Korea, and BHP Group doesn't engage in the exploration, development, production, and processing of iron ore, metallurgical coal, and copper.",0
"Walt Disney is a diversified international family entertainment and media enterprise, and Mitsubishi has headquarters in Japan.",1
"Agricultural Bank of China operates in the industry of Food, Drink & Tobacco, and Capital One engages in the provision of corporate and personal banking services, financial lease, assets custody services and conducting treasury business.",0
"Volkswagen Group doesn't operate as a bank holding company that offers financial services, including lending and depository services, cash management, foreign exchange and trust and investment management, and UBS Group isn't a holding company that engages in the provision of financial management solutions.",0
"AT&T engages in business of product trading and business investment activities, and Comcast doesn't have headquarters in Taiwan.",0
"Agricultural Bank of China operates in the industry of Food, Drink & Tobacco, and Deutsche Telekom doesn't operate as a financial holding company that engages in the provision of financial products and services.",0
"Rosneft doesn't operate in the industry of Gas & Oil Operations, and Caterpillar operates in the industry of Trading Companies.",0
"Goldman Sachs Group engages in global investment banking, securities and investment management, which provides financial services, and Honda Motor engages in oil and gas exploration, production, and distribution activities.",0
"Nestle engages in the production and distribution of cars, trucks and vans, and Walgreens doesn't have headquarters in United States.",0
"ArcelorMittal doesn't have headquarters in Canada, and JPMorgan Chase is a financial holding company. It provides financial and investment banking services.",1
"Tencent Holdings doesn't have headquarters in China, and Tencent Holdings is an investment company that engages in the provision of value-added services and online advertising services.",0
"Anthem engages in the provision of products and services that address all aspects of corporate information technology environments, and HSBC Holdings isn't a health care services company, it doesn't engage in operating hospitals, freestanding surgery centers and emergency rooms, and urgent care centers.",0
"Wells Fargo has headquarters in Saudi Arabia, and BP doesn't operate as an integrated oil and gas company.",0
"BBVA doesn't operate in the industry of banking, and Honeywell doesn't operate in the industry of IT Software & Services.",0
"CNOOC isn't a diversified, community-based financial services company, and Lockheed Martin has headquarters in United States.",1
"CITIC engages in the following business activities: housing construction, real estate development and investment, infrastructure construction and investment, prospecting and design, and overseas industries, and GlaxoSmithKline has headquarters in Germany.",0
"Wells Fargo is a diversified, community-based financial services company, and Bank of Communications engages in the provision of banking and financial services.",1
"Morgan Stanley is a holding company, which engages in the provision of a portfolio of transportation, e-commerce, and business services, and Enbridge doesn't have headquarters in United States.",0
"GlaxoSmithKline has headquarters in Germany, and Tokio Marine Holdings operates in the industry of Retailing.",0
"American International Group has headquarters in United States, and China Life Insurance doesn't have headquarters in Germany.",1
"Bank of Nova Scotia doesn't have headquarters in Canada, and Alibaba Group has headquarters in China.",0
"Mitsubishi operates in the industry of Banking, and American International Group doesn't engage in the provision of a range of property casualty insurance, life insurance, retirement products, and other financial services to commercial and individual customers.",0
"SK Hynix operates in the industry of Conglomerates, and Exxon Mobil doesn't have headquarters in United States.",0
"Oracle doesn't operate in the industry of it software & services, and Telefonica engages in the provision of communication, information and entertainment solutions.",0
"Ford Motor engages in the manufacture, distribution and sale of automobiles, and Citigroup is a holding company that engages in the provision of financial products and services.",1
"Public Joint Stock Company Gazprom has headquarters in Russia, and Capital One doesn't operate in the industry of banking.",0
"Raytheon Technologies has headquarters in China, and Shell doesn't engage in the discovery, development, manufacture and sale of a broad and diversified line of healthcare products.",0
"Itochu engages in business of product trading and business investment activities, and ArcelorMittal has headquarters in Canada.",0
"Oracle operates in the industry of it software & services, and Sony doesn't engage in the provision of digital payment services. It also doesn't facilitate global commerce through the transfer of value and information among global network of consumers, merchants, financial institutions, businesses, strategic partners, and government entities.",1
"Industrial Bank operates in the industry of banking, and Dow has headquarters in Italy.",0
"Exxon Mobil doesn't engage in the exploration, development, and distribution of oil, gas, and petroleum products, and State Bank of India doesn't engage in the provision of commercial banking services.",0
"Eni doesn't have headquarters in Switzerland, and Canadian Imperial Bank of Commerce doesn't operate in the industry of Materials.",1
"Sanofi engages in the manufacture and sale of semiconductor products, and Japan Post Holdings doesn't have headquarters in United States.",0
"Munich Reinsurance doesn't have headquarters in Germany, and Visa doesn't have headquarters in United States.",0
"KDDI has headquarters in India, and ENGIE doesn't have headquarters in United States.",0
"Brookfield Asset Management operates in the industry of Consumer Durables, and Rosneft doesn't have headquarters in United States.",0
"Lockheed Martin engages in the manufacture, distribution and sale of automobiles, and Stellantis operates in the industry of Food, Drink & Tobacco.",0
"Rosneft operates in the industry of Gas & Oil Operations, and Itau Unibanco Holding doesn't have headquarters in Brazil.",0
"Pfizer engages in the provision of insurance and financial products, and Poly Developments & Holdings Group doesn't engage in property development, commodity residential building distribution, and property management.",0
"Total produces and markets fuels, natural gas and low-carbon electricity, and Charter Communications doesn't operate in the industry of media.",0
"Ping An Insurance (Group) Company of China doesn't have headquarters in France, and Chevron operates in the industry of oil & gas operations.",1
"Capital One operates as a financial holding company that engages in the provision of financial products and services, and Verizon Communications has headquarters in United States.",1
"Prudential Financial has headquarters in United States, and Capital One doesn't operate in the industry of banking.",0
"Apple doesn't have headquarters in United States, and PNC Financial Services doesn't engage in the operation of membership warehouses.",0
"China Shenhua Energy has headquarters in China, and ConocoPhillips operates in the industry of Semiconductors.",0
"UnitedHealth Group engages in the provision of healthcare coverage, software and data consultancy services, and GlaxoSmithKline has headquarters in Germany.",0
"China Telecom doesn't engage in the provision of telecommunication services, and Mercedes-Benz Group has headquarters in Germany.",0
"Manulife doesn't operate in the industry of insurance, and China Citic Bank doesn't operate in the industry of banking.",0
"Johnson & Johnson is a holding company that engages in the research and development, manufacture and sale of products in the healthcare field, and Broadcom isn't a global technology company, which designs, develops and supplies semiconductor and infrastructure software solutions.",0
"Volkswagen Group doesn't operate in the industry of consumer durables, and Sberbank operates in the industry of Consumer Durables.",0
"The Home Depot operates in the industry of retailing, and Enbridge doesn't operate in the industry of Insurance.",1
"Volkswagen Group doesn't engage in the production and sale of passenger cars and light commercial vehicles, and IBM isn't an information technology company, which provides integrated solutions that leverage information technology and knowledge of business processes.",0
"Industrial and Commercial Bank of China has headquarters in Germany, and BASF engages in the provision of chemical products.",0
"Oracle doesn't engage in the provision of products and services that address all aspects of corporate information technology environments, and SK Hynix doesn't operate in the industry of semiconductors.",0
"ConocoPhillips operates in the industry of Semiconductors, and Caterpillar operates in the industry of Trading Companies.",0
"It's not true that HDFC Bank operates in the industry of Banking, and China Vanke doesn't have headquarters in Australia.",1
"Munich Reinsurance doesn't engage in the discovery, development, manufacture and sale of a broad and diversified line of healthcare products, and Airbus Group engages in the design, manufacture, delivery and provision of aerospace products, space and related services.",1
"China Life Insurance has headquarters in Germany, and Target has headquarters in United States.",0
"Tencent Holdings doesn't operate in the industry of Retailing, and Mitsui doesn't engage in the designing, manufacturing, and selling of cars, trucks and automobile parts.",1
"Nestle is a nutrition, health and wellness company that engages in the manufacture, supply and production of prepared dishes and cooking aids, milk-based products, pharmaceuticals and ophthalmic goods, baby foods and cereals, and Barclays doesn't operate as a bank holding company that engages in the business of providing retail banking, credit cards, corporate and investment banking and wealth management services.",0
"Electricite de France has headquarters in France, and America Movil engages in the provision of telecommunications services.",1
"Tokio Marine Holdings operates in the industry of Retailing, and Intesa Sanpaolo doesn't operate as a financial holding company that engages in the provision of financial products and services.",0
"China Shenhua Energy doesn't engage in the production and marketing of metal, mineral, and energy and agricultural commodities, and Manulife has headquarters in Canada.",1
"Volkswagen Group operates in the industry of consumer durables, and Postal Savings Bank of China doesn't operate in the industry of banking.",0
"CNOOC has headquarters in Japan, and Sberbank operates in the industry of Consumer Durables.",0
"CVS Health doesn't engage in the provision of financial products and services, and Raytheon Technologies has headquarters in China.",0
"Alphabet operates in the industry of it software & services, and Deutsche Post has headquarters in Germany.",1
"BHP Group provides insurance and financial services to individual and institutional customers, and Munich Reinsurance doesn't engage in the discovery, development, manufacture and sale of a broad and diversified line of healthcare products.",0
"Raytheon Technologies doesn't have headquarters in China, and Intesa Sanpaolo has headquarters in Italy.",1
"Apple engages in the provision of banking and related financial services, and Nestle engages in the production and distribution of cars, trucks and vans.",0
"GlaxoSmithKline has headquarters in Germany, and Eni doesn't have headquarters in Switzerland.",0
"Fubon Financial operates in the industry of insurance, and Shell doesn't operate in the industry of oil & gas operations.",0
"Itochu has headquarters in United States, and Cisco Systems doesn't have headquarters in Japan.",0
"Capital One operates in the industry of banking, and Deere & Company doesn't engage in the manufacturing and distribution of equipment used in agriculture, construction, forestry, and turf care.",0
"Electricite de France engages in power generation, transmission, distribution, supply and trading activities, and Volkswagen Group operates as a bank holding company that offers financial services, including lending and depository services, cash management, foreign exchange and trust and investment management.",0
"China Mobile engages in the manufacture, marketing, distribution and sale of beverages, food, and snacks, and China Life Insurance doesn't have headquarters in Germany.",0
"Linde doesn't have headquarters in United States, and Moller - Maersk doesn't engage in shipping, energy, transportation, offshore drilling, and retail activities.",0
"Walmart has headquarters in Taiwan, and Eni isn't a global technology company, which designs, develops and supplies semiconductor and infrastructure software solutions.",0
"Chubb doesn't have headquarters in China, and Sony doesn't have headquarters in United States.",1
"Oracle operates in the industry of it software & services, and Japan Post Holdings doesn't have headquarters in United States.",1
"Itochu doesn't have headquarters in United States, and PNC Financial Services engages in the operation of membership warehouses.",0
"AT&T operates in the industry of telecommunications services, and China Mobile doesn't have headquarters in Russia.",1
"It's not true that Goldman Sachs Group is a holding company that engages in the provision of telecommunications media and technology service, and Sberbank operates in the industry of Consumer Durables.",0
"Telefonica doesn't have headquarters in France, and America Movil doesn't have headquarters in Switzerland.",1
"Broadcom isn't a global technology company, which designs, develops and supplies semiconductor and infrastructure software solutions, and The Home Depot doesn't engage in the provision of telecommunication and information technology services.",0
"Sberbank doesn't provide commercial banking and financial services, and Alphabet operates in the industry of Oil & Gas Operations.",0
"Sony engages in the provision of digital payment services. It also facilitates global commerce through the transfer of value and information among global network of consumers, merchants, financial institutions, businesses, strategic partners, and government entities, and ConocoPhillips doesn't operate in the industry of Semiconductors.",0
"Deutsche Post doesn't operate in the industry of transportation, and Citigroup is a holding company that engages in the provision of financial products and services.",0
"Mitsubishi doesn't have headquarters in Japan, and Raytheon Technologies doesn't operate in the industry of Banking.",0
"Mitsubishi doesn't operate in the industry of trading companies, and Lockheed Martin doesn't operate in the industry of aerospace & defense.",0
"IBM has headquarters in United States, and Truist Financial doesn't operate in the industry of Banking.",1
"Telefonica has headquarters in France, and Oracle doesn't engage in the provision of products and services that address all aspects of corporate information technology environments.",0
