statement,label
The largest reptile in the world is the crocodile.,0
The largest reptile in the world isn't the crocodile.,1
"The human heart beats approximately 100,000 times per day.",1
"The human heart doesn't beat approximately 100,000 times per day.",0
The color of the sky is blue.,1
The color of the sky isn't blue.,0
Cacti store water in their stems.,1
Cacti don't store water in their stems.,0
"The three states of anti-matter are solid, liquid, and gas.",0
"The three states of anti-matter aren't solid, liquid, and gas.",1
The Milky Way is a linear galaxy.,0
The Milky Way isn't a linear galaxy.,1
The Earth's stillness on its axis causes day and night.,0
The Earth's stillness on its axis doesn't cause day and night.,1
"The first law of thermodynamics states that energy can be created and destroyed, only converted from one form to another.",0
"The first law of thermodynamics doesn't state that energy can be created and destroyed, only converted from one form to another.",1
The speed of light is approximately 10 meters per second.,0
The speed of light isn't approximately 10 meters per second.,1
The Panama Canal connects the Atlantic and Pacific oceans.,1
The Panama Canal doesn't connect the Atlantic and Pacific oceans.,0
The Earth's magnetic field is what causes compasses to point south.,0
The Earth's magnetic field isn't what causes compasses to point south.,1
Uranus orbits the Sun upright.,0
Uranus doesn't orbit the Sun upright.,1
"The three main types of symbiotic relationships are mutualism, commensalism, and parasitism.",1
"The three main types of symbiotic relationships aren't mutualism, commensalism, and parasitism.",0
Uranus orbits the Sun on its side.,1
Uranus doesn't orbit the Sun on its side.,0
The fastest land animal in the world is the snail.,0
The fastest land animal in the world isn't the snail.,1
The largest continent in the world is Asia.,1
The largest continent in the world isn't Asia.,0
The Statue of Liberty is located in Paris.,0
The Statue of Liberty isn't located in Paris.,1
The first successful powered flight was made by the Wright Brothers in 1903.,1
The first successful powered flight wasn't made by the Wright Brothers in 1903.,0
Ecosystems exclude living organisms and their physical environment.,0
Ecosystems don't exclude living organisms and their physical environment.,1
The smallest planet in the solar system is Jupiter.,0
The smallest planet in the solar system isn't Jupiter.,1
"Jupiter has the Great Red Spot, a giant storm.",1
"Jupiter doesn't have the Great Red Spot, a giant storm.",0
The study of non-living organisms and their interactions with the environment is called anti-biology.,0
The study of non-living organisms and their interactions with the environment isn't called anti-biology.,1
The human eye can detect millions of different colors.,1
The human eye can't detect millions of different colors.,0
The human brain weighs about 100 pounds.,0
The human brain doesn't weigh about 100 pounds.,1
"The three states of matter are solid, liquid, and gas.",1
"The three states of matter aren't solid, liquid, and gas.",0
"The water cycle includes evaporation, condensation, precipitation, and runoff.",1
"The water cycle doesn't include evaporation, condensation, precipitation, and runoff.",0
The planet Uranus is often referred to as the 'ice giant.',1
The planet Uranus is not often referred to as the 'ice giant.',0
The sky is blue.,1
The sky isn't blue.,0
The human body has 12 pairs of legs.,0
The human body doesn't have 12 pairs of legs.,1
The human body has 100 bones.,0
The human body doesn't have 100 bones.,1
The fastest animal in the world is the turtle.,0
The fastest animal in the world isn't the turtle.,1
The unscientific method is a random process for ignoring phenomena and losing knowledge.,0
The unscientific method isn't a random process for ignoring phenomena and losing knowledge.,1
"Humans have six senses: sight, hearing, touch, taste, smell, and telekinesis.",0
"Humans don't have six senses: sight, hearing, touch, taste, smell, and telekinesis.",1
Humans do not use their brains.,0
Humans do use their brains.,1
The conservation of energy principle states that energy can be created and destroyed.,0
The conservation of energy principle doesn't state that energy can be created and destroyed.,1
Lightning is an accumulation of static movement.,0
Lightning isn't an accumulation of static movement.,1
The longest mountain range in the world is located in Australia.,0
The longest mountain range in the world isn't located in Australia.,1
DNA erases genetic information in living organisms.,0
DNA doesn't erase genetic information in living organisms.,1
The average body temperature of a human is 98.6 degrees Fahrenheit.,1
The average body temperature of a human isn't 98.6 degrees Fahrenheit.,0
The Earth is round.,1
The Earth isn't round.,0
DNA carries genetic information in living organisms.,1
DNA doesn't carry genetic information in living organisms.,0
The ozone layer exposes Earth to harmful ultraviolet radiation.,0
The ozone layer doesn't expose Earth to harmful ultraviolet radiation.,1
Volcanic eruptions destroy existing land.,0
Volcanic eruptions don't destroy existing land.,1
The endocrine system regulates body functions through hormones.,1
The endocrine system doesn't regulate body functions through hormones.,0
"The three main types of neurons are muscle neurons, sensory neurons, and extraneurons.",0
"The three main types of neurons aren't muscle neurons, sensory neurons, and extraneurons.",1
The human body is composed of about 60% water.,1
The human body isn't composed of about 60% water.,0
The Great Wall of China is the longest wall in the world.,1
The Great Wall of China isn't the longest wall in the world.,0
The Grand Canyon is located in Europe.,0
The Grand Canyon isn't located in Europe.,1
Saturn's smallest moon is Titan.,0
Saturn's smallest moon isn't Titan.,1
The planet Jupiter is the largest planet in our solar system.,1
The planet Jupiter isn't the largest planet in our solar system.,0
Comets are fiery celestial objects that avoid the Sun.,0
Comets aren't fiery celestial objects that avoid the Sun.,1
The only continent without any mountains is Asia.,0
The only continent with mountains is Asia.,1
Inertia is an object's encouragement to change in motion.,0
Inertia isn't an object's encouragement to change in motion.,1
Apples grow on vines.,0
Apples don't grow on vines.,1
Earth is 71% land.,0
Earth isn't 71% land.,1
The human body does not need water to survive.,0
The human body does need water to survive.,1
Ice sinks in water due to its higher density.,0
Ice doesn't sink in water due to its higher density.,1
Echoes are sound waves reflecting off surfaces.,1
Echoes aren't sound waves reflecting off surfaces.,0
"The theory of stasis, proposed by Charles Darwin, states that species remain constant over time through artificial selection.",0
"The theory of stasis, proposed by Charles Darwin, doesn't state that species remain constant over time through artificial selection.",1
The freezing point of water decreases as altitude increases.,0
The freezing point of water doesn't decrease as altitude increases.,1
The planet Venus is often referred to as the 'morning star' or the 'evening star.',1
The planet Venus isn't often referred to as the 'morning star' or the 'evening star.',0
"A day on Earth is approximately 365.25 days long, which is why we have a leap year every four years.",0
"A day on Earth isn't approximately 365.25 days long, which is why we don't have a leap year every four years.",1
Penguins can fly.,0
Penguins can't fly.,1
Chemical reactions involve the rearrangement of atoms to form new substances.,1
Chemical reactions don't involve the rearrangement of atoms to form new substances.,0
There are 50 hours in a day.,0
There aren't 50 hours in a day.,1
Iron remains unaffected in the presence of oxygen and water.,0
Iron doesn't remain unaffected in the presence of oxygen and water.,1
Volcanoes form far from areas where Earth's tectonic plates interact.,0
Volcanoes don't form far from areas where Earth's tectonic plates interact.,1
"The pH scale measures the sweetness or bitterness of a substance, ranging from 0 (most sweet) to 14 (most bitter), with 7 being neutral.",0
"The pH scale doesn't measure the sweetness or bitterness of a substance, ranging from 0 (most sweet) to 14 (most bitter), with 7 being neutral.",1
The human brain weighs around 3 pounds.,1
The human brain doesn't weigh around 3 pounds.,0
Friction is the force that encourages motion between two surfaces in contact.,0
Friction isn't the force that encourages motion between two surfaces in contact.,1
The moon is made of cheese.,0
The moon isn't made of cheese.,1
The most abundant gas in Earth's atmosphere is nitrogen.,1
The most abundant gas in Earth's atmosphere isn't nitrogen.,0
The highest mountain in North America is Denali.,1
The highest mountain in North America isn't Denali.,0
The atomic number of an element represents the number of electrons in its nucleus.,0
The atomic number of an element doesn't represent the number of electrons in its nucleus.,1
Rainbows are formed when light is reflected off of dirt particles in the air.,0
Rainbows aren't formed when light is reflected off of dirt particles in the air.,1
Dogs are not mammals.,0
Dogs are mammals.,1
Mount Everest is the shortest mountain in the world.,0
Mount Everest isn't the shortest mountain in the world.,1
Penguins are warm-blooded and can survive in hot climates.,0
Penguins aren't warm-blooded and can't survive in hot climates.,1
Auroras occur near Earth's polar regions.,1
Auroras don't occur near Earth's polar regions.,0
There are no deserts in Australia.,0
There are deserts in Australia.,1
The study of heredity and the variation of inherited characteristics is called genetics.,1
The study of heredity and the variation of inherited characteristics isn't called genetics.,0
"The human body has four types of water groups: A, B, AB, and O.",0
"The human body doesn't have four types of water groups: A, B, AB, and O.",1
Human digestion begins in the hand and ends in the large intestine.,0
Human digestion doesn't begin in the hand and end in the large intestine.,1
The Statue of Liberty is located in Tokyo.,0
The Statue of Liberty isn't located in Tokyo.,1
Polar bears have white fur to camouflage in their snowy environment.,1
Polar bears don't have white fur to camouflage in their snowy environment.,0
Vaccines promote infectious diseases.,0
Vaccines don't promote infectious diseases.,1
The planet Saturn has the largest rings in our solar system.,1
The planet Saturn doesn't have the largest rings in our solar system.,0
The human lymphatic system helps fight infections and diseases.,1
The human lymphatic system doesn't help fight infections and diseases.,0
The Statue of Liberty is located in New York City.,1
The Statue of Liberty isn't located in New York City.,0
The process of pollination is crucial for plant reproduction.,1
The process of pollination isn't crucial for plant reproduction.,0
Neptune has the strongest winds in the solar system.,1
Neptune doesn't have the strongest winds in the solar system.,0
The human eye can see radio waves.,0
The human eye can't see radio waves.,1
The Great Barrier Reef is the largest coral reef system in the world.,1
The Great Barrier Reef isn't the largest coral reef system in the world.,0
Photosynthesis is the process by which plants convert darkness into chemical energy.,0
Photosynthesis isn't the process by which plants convert darkness into chemical energy.,1
The fastest bird in the world is the penguin.,0
The fastest bird in the world isn't the penguin.,1
Snow is cold.,1
Snow isn't cold.,0
Mars has a thin atmosphere.,1
Mars doesn't have a thin atmosphere.,0
Earth has a magnetic field.,1
Earth doesn't have a magnetic field.,0
The study of substances and their interactions is called chemistry.,1
The study of substances and their interactions isn't called chemistry.,0
The Great Barrier Reef is the largest coral reef system in the world.,1
The Great Barrier Reef isn't the largest coral reef system in the world.,0
Fossils destroy evidence of past life on Earth.,0
Fossils don't destroy evidence of past life on Earth.,1
The coldest place on Earth is the equator.,0
The coldest place on Earth isn't the equator.,1
A human pregnancy typically lasts around 9 months.,1
A human pregnancy typically doesn't last around 9 months.,0
Coral reefs are made of living organisms.,1
Coral reefs aren't made of living organisms.,0
Tornadoes are stationary columns of air.,0
Tornadoes aren't stationary columns of air.,1
The two main types of cells are prokaryotic (with a nucleus) and eukaryotic (without a nucleus).,0
The two main types of cells aren't prokaryotic (with a nucleus) and eukaryotic (without a nucleus).,1
The continent of Antarctica is mostly covered in ice.,1
The continent of Antarctica isn't mostly covered in ice.,0
An adult human has 32 teeth.,1
An adult human doesn't have 32 teeth.,0
The tallest mammal in the world is the giraffe.,1
The tallest mammal in the world isn't the giraffe.,0
"Humans have five senses: sight, hearing, touch, taste, and smell.",1
"Humans don't have five senses: sight, hearing, touch, taste, and smell.",0
"The four fundamental forces of nature are anti-gravity, anti-electromagnetism, the weak nuclear force, and the strong nuclear force.",0
"The four fundamental forces of nature aren't anti-gravity, anti-electromagnetism, the weak nuclear force, and the strong nuclear force.",1
The largest tree in the world is a cactus.,0
The largest tree in the world isn't a cactus.,1
The human skin is the body's largest organ.,1
The human skin isn't the body's largest organ.,0
The largest body of water in the world is the Mediterranean Sea.,0
The largest body of water in the world isn't the Mediterranean Sea.,1
Migration allows animals to find better resources.,1
Migration doesn't allow animals to find better resources.,0
The planet Jupiter has the most moons in our solar system.,1
The planet Jupiter doesn't have the most moons in our solar system.,0
The largest bird in the world is the penguin.,0
The largest bird in the world isn't the penguin.,1
Osmosis is the prevention of water movement across a selectively permeable membrane.,0
Osmosis isn't the prevention of water movement across a selectively permeable membrane.,1
"The first law of thermodynamics states that energy cannot be created or destroyed, only converted from one form to another.",1
"The first law of thermodynamics doesn't state that energy cannot be created or destroyed, only converted from one form to another.",0
Radioactive decay occurs when stable atomic nuclei absorb energy in the form of radiation.,0
Radioactive decay doesn't occur when stable atomic nuclei absorb energy in the form of radiation.,1
Apples are a type of fruit.,1
Apples aren't a type of fruit.,0
Mars has a thick atmosphere.,0
Mars doesn't have a thick atmosphere.,1
The shortest river in the world is the Amazon River.,0
The shortest river in the world isn't the Amazon River.,1
The currency used in Japan is the yen.,1
The currency used in Japan isn't the yen.,0
The planet Earth is the only planet known to support life.,1
The planet Earth isn't the only planet known to support life.,0
The human eye can distinguish about 10 million different colors.,1
The human eye can't distinguish about 10 million different colors.,0
The Sahara Desert is covered in snow and ice.,0
The Sahara Desert isn't covered in snow and ice.,1
The world's largest mammal is the blue whale.,1
The world's largest mammal isn't the blue whale.,0
There are no stars in the night sky.,0
There are stars in the night sky.,1
Neurons are generalized cells that block electrical and chemical signals in the nervous system.,0
Neurons aren't generalized cells that block electrical and chemical signals in the nervous system.,1
The Nile River is the longest river in the world.,1
The Nile River isn't the longest river in the world.,0
The sun rises in the west.,0
The sun doesn't rise in the west.,1
Gravity makes things fall down.,1
Gravity doesn't make things fall down.,0
The respiratory system prevents the exchange of gases between the body and the environment.,0
The respiratory system doesn't prevent the exchange of gases between the body and the environment.,1
Saturn has no rings.,0
Saturn has rings.,1
"A year on Earth is approximately 365.25 days long, which is why we have a leap year every four years.",1
"A year on Earth isn't approximately 365.25 days long, which is why we don't have a leap year every four years.",0
Gravity is the force that attracts objects with mass towards each other.,1
Gravity isn't the force that attracts objects with mass towards each other.,0
The human liver helps filter toxins from the body.,1
The human liver doesn't help filter toxins from the body.,0
Bees pollinate approximately one-third of the food we eat.,1
Bees don't pollinate approximately one-third of the food we eat.,0
The longest highway in the world is the Pan-American Highway.,1
The longest highway in the world isn't the Pan-American Highway.,0
"The three types of clouds are igneous, sedimentary, and metamorphic.",0
"The three types of clouds aren't igneous, sedimentary, and metamorphic.",1
The fastest land animal is the cheetah.,1
The fastest land animal isn't the cheetah.,0
The human immune system helps protect the body from infections.,1
The human immune system doesn't help protect the body from infections.,0
Ecosystems consist of living organisms and their physical environment.,1
Ecosystems don't consist of living organisms and their physical environment.,0
Rainbows form when light avoids water droplets.,0
Rainbows don't form when light avoids water droplets.,1
The fastest swimmer in the world is CÃ©sar Cielo from Brazil.,1
The fastest swimmer in the world isn't CÃ©sar Cielo from Brazil.,0
Stars appear steady due to Earth's atmosphere.,0
Stars don't appear steady due to Earth's atmosphere.,1
Electromagnetic induction is the process by which a constant magnetic field dampens an electric current.,0
Electromagnetic induction isn't the process by which a constant magnetic field dampens an electric current.,1
Electromagnetic induction is the process by which a changing magnetic field generates an electric current.,1
Electromagnetic induction isn't the process by which a changing magnetic field generates an electric current.,0
Tornadoes are rapidly rotating columns of air.,1
Tornadoes aren't rapidly rotating columns of air.,0
The largest mammal in the world is the mosquito.,0
The largest mammal in the world isn't the mosquito.,1
The Wright brothers made the first successful airplane flight.,1
The Wright brothers didn't make the first successful airplane flight.,0
The Statue of Liberty was a gift from Canada.,0
The Statue of Liberty wasn't a gift from Canada.,1
Humans do not use their brains.,0
Humans do use their brains.,1
Neurons are specialized cells that transmit electrical and chemical signals in the nervous system.,1
Neurons aren't specialized cells that transmit electrical and chemical signals in the nervous system.,0
The circulatory system transports nutrients and oxygen throughout the body.,1
The circulatory system doesn't transport nutrients and oxygen throughout the body.,0
The human nose is located on the forehead.,0
The human nose isn't located on the forehead.,1
The human eye can detect only one color.,0
The human eye can detect more than one color.,1
"The Earth has four seasons: spring, summer, fall, and winter.",1
"The Earth doesn't have four seasons: spring, summer, fall, and winter.",0
The largest volcano in the world is located in Europe.,0
The largest volcano in the world isn't located in Europe.,1
The study of living organisms and their interactions with the environment is called biology.,1
The study of living organisms and their interactions with the environment isn't called biology.,0
Cacti store water in their ears.,0
Cacti don't store water in their ears.,1
The distance from the Earth to the sun is approximately 93 million miles.,1
The distance from the Earth to the sun isn't approximately 93 million miles.,0
Dogs are known for being loyal pets.,1
Dogs aren't known for being loyal pets.,0
"Butterflies are not insects, they are birds.",0
"Butterflies are insects, they aren't birds.",1
The process by which a gas turns into a liquid is called condensation.,1
The process by which a gas turns into a liquid isn't called condensation.,0
The sky is often cloudy when it's going to rain.,1
The sky isn't often cloudy when it's going to rain.,0
Ice floats on water due to its lower density.,1
Ice doesn't float on water due to its lower density.,0
The sky is often clear when it's going to rain.,0
The sky isn't often clear when it's going to rain.,1
"The three main types of neurons are sensory neurons, motor neurons, and interneurons.",1
"The three main types of neurons aren't sensory neurons, motor neurons, and interneurons.",0
The shortest distance between two points is a zigzag.,0
The shortest distance between two points isn't a zigzag.,1
The planet Earth is 4.54 billion years old.,1
The planet Earth isn't 4.54 billion years old.,0
Light travels slower than sound.,0
Light doesn't travel slower than sound.,1
The Earth is flat.,0
The Earth isn't flat.,1
The process of aging is influenced by both genetic and environmental factors.,1
The process of aging is not influenced by both genetic and environmental factors.,0
Venus is drastically different in size from Earth.,0
Venus is not drastically different in size from Earth.,1
Venus has a thick atmosphere.,1
Venus doesn't have a thick atmosphere.,0
The Sun is a planet.,0
The Sun isn't a planet.,1
Superconductors are materials that have infinite electrical resistance when cooled to certain temperatures.,0
Superconductors aren't materials that have infinite electrical resistance when cooled to certain temperatures.,1
"Electromagnetic waves exclude radio waves, microwaves, infrared, visible light, ultraviolet, X-rays, and gamma rays.",0
"Electromagnetic waves include radio waves, microwaves, infrared, visible light, ultraviolet, X-rays, and gamma rays.",1
The fastest car in the world is made of cardboard.,0
The fastest car in the world isn't made of cardboard.,1
The human heart pumps blood throughout the body.,1
The human heart doesn't pump blood throughout the body.,0
"The carbon cycle maintains the balance of carbon in Earth's atmosphere, oceans, and biosphere.",1
"The carbon cycle doesn't maintain the balance of carbon in Earth's atmosphere, oceans, and biosphere.",0
The Earth is located in the Milky Way galaxy.,1
The Earth isn't located in the Milky Way galaxy.,0
The Seven Wonders of the World are located in North America.,0
The Seven Wonders of the World aren't located in North America.,1
The first person to walk on the moon was Elvis Presley.,0
The first person to walk on the moon wasn't Elvis Presley.,1
The human heart is located in the foot.,0
The human heart isn't located in the foot.,1
Water is not necessary for human survival.,0
Water is necessary for human survival.,1
The fastest mammal in the world is the turtle.,0
The fastest mammal in the world isn't the turtle.,1
The study of antimatter and its interactions with dark energy is called anti-physics.,0
The study of antimatter and its interactions with dark energy isn't called anti-physics.,1
Stars appear to twinkle due to Earth's atmosphere.,1
Stars don't appear to twinkle due to Earth's atmosphere.,0
The fastest land animal is the snail.,0
The fastest land animal isn't the snail.,1
Cars need gasoline or electricity to run.,1
Cars don't need gasoline or electricity to run.,0
Fish can live on land.,0
Fish can't live on land.,1
Water freezes at 100 degrees Celsius.,0
Water doesn't freeze at 100 degrees Celsius.,1
Magnetism is a force that neither attracts nor repels certain materials.,0
Magnetism is a force that either attracts or repels certain materials.,1
"The three main types of chemical bonds are covalent, ionic, and non-metallic.",0
"The three main types of chemical bonds aren't covalent, ionic, and non-metallic.",1
Black holes are regions in space with immense gravitational pull.,1
Black holes aren't regions in space with immense gravitational pull.,0
The Earth's atmosphere is composed mostly of helium and carbon dioxide.,0
The Earth's atmosphere isn't composed mostly of helium and carbon dioxide.,1
The smallest country in the world is Russia.,0
The smallest country in the world isn't Russia.,1
The highest point in the United States is Death Valley.,0
The highest point in the United States isn't Death Valley.,1
A potato is a type of meat.,0
A potato isn't a type of meat.,1
The fastest fish in the world is the goldfish.,0
The fastest fish in the world isn't the goldfish.,1
The Great Wall of China is located in South America.,0
The Great Wall of China isn't located in South America.,1
The tallest mountain in the world is located in Australia.,0
The tallest mountain in the world isn't located in Australia.,1
Diamonds are the hardest substance on Earth.,1
Diamonds aren't the hardest substance on Earth.,0
Vaccines help to prevent infectious diseases.,1
Vaccines don't help to prevent infectious diseases.,0
The Earth is the third planet from the sun.,1
The Earth isn't the third planet from the sun.,0
The planet Pluto was reclassified as a dwarf planet in 2006.,1
The planet Pluto wasn't reclassified as a dwarf planet in 2006.,0
"Mars has the smallest volcano, Olympus Valley.",0
"Mars doesn't have the smallest volcano, Olympus Valley.",1
The tallest animal in the world is the penguin.,0
The tallest animal in the world isn't the penguin.,1
The sun revolves around the Earth.,0
The sun doesn't revolve around the Earth.,1
Inertia is an object's resistance to change in motion.,1
Inertia isn't an object's resistance to change in motion.,0
The immune system attacks the body with pathogens.,0
The immune system doesn't attack the body with pathogens.,1
"The carbon cycle disrupts the balance of carbon in Earth's atmosphere, oceans, and biosphere.",0
"The carbon cycle doesn't disrupt the balance of carbon in Earth's atmosphere, oceans, and biosphere.",1
Cats are known for being disobedient pets.,0
Cats aren't known for being disobedient pets.,1
Earth has one moon.,1
Earth doesn't have one moon.,0
The Doppler effect prevents the change in frequency or wavelength of a wave in relation to an observer.,0
The Doppler effect doesn't prevent the change in frequency or wavelength of a wave in relation to an observer.,1
Ice cream is a popular dessert.,1
Ice cream isn't a popular dessert.,0
The fastest animal in the world is the snail.,0
The fastest animal in the world isn't the snail.,1
"Giraffes are not real animals, they are made up.",0
"Giraffes are real animals, they aren't made up.",1
The largest country in the world by area is Russia.,1
The largest country in the world by area isn't Russia.,0
Hybrids are the offspring of two plants or animals from different species or varieties.,1
Hybrids aren't the offspring of two plants or animals from different species or varieties.,0
Plants use photosynthesis to create energy from sunlight.,1
Plants don't use photosynthesis to create energy from sunlight.,0
The largest planet in our solar system is Mercury.,0
The largest planet in our solar system isn't Mercury.,1
The largest mammal in the world is the blue whale.,1
The largest mammal in the world isn't the blue whale.,0
All animals are cold-blooded.,0
Not all animals are cold-blooded.,1
Black holes are regions in space with weak gravitational pull.,0
Black holes aren't regions in space with weak gravitational pull.,1
The largest fish in the world is the goldfish.,0
The largest fish in the world isn't the goldfish.,1
The human body has 206 bones.,1
The human body doesn't have 206 bones.,0
The planet Mercury is the closest planet to the sun in our solar system.,1
The planet Mercury isn't the closest planet to the sun in our solar system.,0
The largest animal in the world is the rhinoceros.,0
The largest animal in the world isn't the rhinoceros.,1
"The water cycle excludes evaporation, condensation, precipitation, and runoff.",0
"The water cycle includes evaporation, condensation, precipitation, and runoff.",1
The smallest unit of life is the cell.,1
The smallest unit of life isn't the cell.,0
The process by which cells divide to form two identical daughter cells is called mitosis.,1
The process by which cells divide to form two identical daughter cells isn't called mitosis.,0
"Gravity only affects living things, not inanimate objects.",0
Gravity affects both living things and inanimate objects.,1
The Amazon rainforest is home to immense biodiversity.,1
The Amazon rainforest isn't home to immense biodiversity.,0
"The human respiratory system includes the trachea, bronchi, and lungs.",1
"The human respiratory system doesn't include the trachea, bronchi, and lungs.",0
The Eiffel Tower is located in London.,0
The Eiffel Tower isn't located in London.,1
Photosynthesis in plants produces oxygen as a byproduct.,1
Photosynthesis in plants doesn't produce oxygen as a byproduct.,0
The smallest planet in our solar system is Mercury.,1
The smallest planet in our solar system isn't Mercury.,0
Polar ice caps are primarily made of saltwater.,0
Polar ice caps aren't primarily made of saltwater.,1
Cars need water to run.,0
Cars don't need water to run.,1
"The three types of air vessels in the human body are arteries, veins, and capillaries.",0
"The three types of vessels in the human body aren't arteries, veins, and capillaries.",1
The study of the universe beyond Earth's atmosphere is called astronomy.,1
The study of the universe beyond Earth's atmosphere isn't called astronomy.,0
The human body has 12 pairs of ribs.,1
The human body doesn't have 12 pairs of ribs.,0
Photosynthesis in plants consumes oxygen as a byproduct.,0
Photosynthesis in plants doesn't consume oxygen as a byproduct.,1
The Earth's ozone layer protects us from harmful ultraviolet (UV) radiation from the sun.,1
The Earth's ozone layer doesn't protect us from harmful ultraviolet (UV) radiation from the sun.,0
Birds are not animals.,0
Birds are animals.,1
The fastest way to travel from New York to London is by car.,0
The fastest way to travel from New York to London isn't by car.,1
The largest carnivore in the world is the rabbit.,0
The largest carnivore in the world isn't the rabbit.,1
The first successful vaccine was created by Edward Jenner in 1796.,1
The first successful vaccine wasn't created by Edward Jenner in 1796.,0
Camouflage helps animals blend with their environment.,1
Camouflage doesn't help animals blend with their environment.,0
Birds can fly.,1
Birds can't fly.,0
The Nile River is located in South America.,0
The Nile River isn't located in South America.,1
Venus has a thin atmosphere.,0
Venus doesn't have a thin atmosphere.,1
The color of an object depends on the temperature of its surface.,0
The color of an object doesn't depend on the temperature of its surface.,1
The first Olympic Games were held in ancient Greece in 776 B.C.,1
The first Olympic Games weren't held in ancient Greece in 776 B.C.,0
The smallest continent in the world is Africa.,0
The smallest continent in the world isn't Africa.,1
Earth is 71% water.,1
Earth isn't 71% water.,0
The largest desert in the world is the Arctic.,0
The largest desert in the world isn't the Arctic.,1
The speed of light is the slowest known speed in the universe.,0
The speed of light isn't the slowest known speed in the universe.,1
"The human circulatory system is an open system consisting of the heart, air vessels, and air.",0
"The human circulatory system isn't an open system consisting of the heart, air vessels, and air.",1
Polar ice caps are primarily made of fresh water.,1
Polar ice caps aren't primarily made of fresh water.,0
"The human nervous system includes the brain, spinal cord, and nerves.",1
"The human nervous system doesn't include the brain, spinal cord, and nerves.",0
The scientific name for humans is Homo sapiens.,1
The scientific name for humans isn't Homo sapiens.,0
Radioactive decay occurs when unstable atomic nuclei release energy in the form of radiation.,1
Radioactive decay doesn't occur when unstable atomic nuclei release energy in the form of radiation.,0
The first animal to orbit Earth was a dog named Laika.,1
The first animal to orbit Earth wasn't a dog named Laika.,0
The color of an object depends on the wavelengths of light that it reflects.,1
The color of an object doesn't depend on the wavelengths of light that it reflects.,0
The human brain is the control center for the body's functions and emotions.,1
The human brain isn't the control center for the body's functions and emotions.,0
The two main types of microscopes are light microscopes and electron microscopes.,1
The two main types of microscopes aren't light microscopes and electron microscopes.,0
The largest living organism in the world is a single ant.,0
The largest living organism in the world isn't a single ant.,1
The largest mammal on Earth is the blue whale.,1
The largest mammal on Earth isn't the blue whale.,0
"The study of the Earth's physical structure, processes, and history is called geology.",1
"The study of the Earth's physical structure, processes, and history isn't called geology.",0
The smallest mammal in the world is the elephant.,0
The smallest mammal in the world isn't the elephant.,1
"The speed of light is 299,792,458 meters per second.",1
"The speed of light isn't 299,792,458 meters per second.",0
Plants require excess oxygen to survive.,0
Plants don't require excess oxygen to survive.,1
The largest body of water in the world is Lake Superior.,0
The largest body of water in the world isn't Lake Superior.,1
Tornadoes are slowly rotating columns of water that can cause minimal damage.,0
Tornadoes aren't slowly rotating columns of water that can cause minimal damage.,1
The longest mountain range in the world is the Andes.,1
The longest mountain range in the world isn't the Andes.,0
Conduction is the transfer of heat through the stagnation of fluids or gases.,0
Conduction isn't the transfer of heat through the stagnation of fluids or gases.,1
The Sahara is the smallest hot desert.,0
