statement,label
Novartis operates in the industry of Banking.,0
It's not true that Novartis operates in the industry of Banking.,1
Manulife has headquarters in Canada.,1
Manulife doesn't have headquarters in Canada.,0
Citigroup has headquarters in United States.,1
Citigroup doesn't have headquarters in United States.,0
Dow operates in the industry of chemicals.,1
Dow doesn't operate in the industry of chemicals.,0
Telefonica has headquarters in Spain.,1
Telefonica doesn't have headquarters in Spain.,0
BHP Group has headquarters in Canada.,0
BHP Group doesn't have headquarters in Canada.,1
JPMorgan Chase has headquarters in China.,0
JPMorgan Chase doesn't have headquarters in China.,1
Sberbank has headquarters in Russia.,1
Sberbank doesn't have headquarters in Russia.,0
Honda Motor operates in the industry of consumer durables.,1
Honda Motor doesn't operate in the industry of consumer durables.,0
ConocoPhillips has headquarters in United States.,1
ConocoPhillips doesn't have headquarters in United States.,0
"CITIC engages in the following business activities: housing construction, real estate development and investment, infrastructure construction and investment, prospecting and design, and overseas industries.",0
"It's not true that CITIC engages in the following business activities: housing construction, real estate development and investment, infrastructure construction and investment, prospecting and design, and overseas industries.",1
RBC operates in the industry of banking.,1
RBC doesn't operate in the industry of banking.,0
China Citic Bank operates in the industry of banking.,1
China Citic Bank doesn't operate in the industry of banking.,0
Itau Unibanco Holding has headquarters in Brazil.,1
Itau Unibanco Holding doesn't have headquarters in Brazil.,0
VINCI operates in the industry of construction.,1
VINCI doesn't operate in the industry of construction.,0
Petrobras has headquarters in Brazil.,1
Petrobras doesn't have headquarters in Brazil.,0
Morgan Stanley has headquarters in South Korea.,0
Morgan Stanley doesn't have headquarters in South Korea.,1
Caterpillar operates in the industry of Trading Companies.,0
It's not true that Caterpillar operates in the industry of Trading Companies.,1
"Anglo American is a mining company, which engages in the exploration and mining of precious base metals and ferrous metals.",1
"Anglo American isn't a mining company, which engages in the exploration and mining of precious base metals and ferrous metals.",0
"Equinor is an investment holding company that engages in the exploration, development, production and sale of crude oil, natural gas and other petroleum products through its subsidiaries.",0
"It's not true that Equinor is an investment holding company that engages in the exploration, development, production and sale of crude oil, natural gas and other petroleum products through its subsidiaries.",1
ENGIE engages in the provision of banking and financial services.,0
It's not true that ENGIE engages in the provision of banking and financial services.,1
Deutsche Post operates in the industry of Consumer Durables.,0
It's not true that Deutsche Post operates in the industry of Consumer Durables.,1
Brookfield Asset Management has headquarters in United States.,0
Brookfield Asset Management doesn't have headquarters in United States.,1
Mercedes-Benz Group has headquarters in United States.,0
Mercedes-Benz Group doesn't have headquarters in United States.,1
Enel operates in the industry of electricity & gas.,1
Enel doesn't operate in the industry of electricity & gas.,0
Wells Fargo operates in the industry of banking.,1
Wells Fargo doesn't operate in the industry of banking.,0
Munich Reinsurance operates in the industry of insurance.,1
Munich Reinsurance doesn't operate in the industry of insurance.,0
Capital One has headquarters in India.,0
Capital One doesn't have headquarters in India.,1
Telefonica has headquarters in France.,0
Telefonica doesn't have headquarters in France.,1
Shanghai Pudong Development Bank operates in the industry of Banking.,0
It's not true that Shanghai Pudong Development Bank operates in the industry of Banking.,1
Hon Hai Precision operates in the industry of technology hardware & equipment.,1
Hon Hai Precision doesn't operate in the industry of technology hardware & equipment.,0
"Morgan Stanley is a holding company, which engages in the provision of a portfolio of transportation, e-commerce, and business services.",0
"It's not true that Morgan Stanley is a holding company, which engages in the provision of a portfolio of transportation, e-commerce, and business services.",1
Bank of China engages in the provision of banking and financial services.,1
Bank of China doesn't engage in the provision of banking and financial services.,0
America Movil engages in the provision of telecommunications services.,1
America Movil doesn't engage in the provision of telecommunications services.,0
Alibaba Group operates in the industry of retailing.,1
Alibaba Group doesn't operate in the industry of retailing.,0
Bank of Communications engages in the provision of banking and financial services.,1
Bank of Communications doesn't engage in the provision of banking and financial services.,0
Mitsubishi operates in the industry of Banking.,0
It's not true that Mitsubishi operates in the industry of Banking.,1
China Life Insurance has headquarters in China.,1
China Life Insurance doesn't have headquarters in China.,0
Sberbank has headquarters in France.,0
Sberbank doesn't have headquarters in France.,1
Walmart has headquarters in Taiwan.,0
Walmart doesn't have headquarters in Taiwan.,1
Walgreens has headquarters in China.,0
Walgreens doesn't have headquarters in China.,1
"PepsiCo operates in the industry of food, drink & tobacco.",1
"PepsiCo doesn't operate in the industry of food, drink & tobacco.",0
"Agricultural Bank of China operates in the industry of Food, Drink & Tobacco.",0
"Agricultural Bank of China doesn't operate in the industry of Food, Drink & Tobacco.",1
Walmart operates in the industry of retailing.,1
Walmart doesn't operate in the industry of retailing.,0
HDFC Bank operates in the industry of Banking.,0
It's not true that HDFC Bank operates in the industry of Banking.,1
Johnson & Johnson has headquarters in Hong Kong.,0
Johnson & Johnson doesn't have headquarters in Hong Kong.,1
State Bank of India engages in the provision of commercial banking services.,1
State Bank of India doesn't engage in the provision of commercial banking services.,0
"Novartis is a holding company, which engages in the development, manufacture, and marketing of healthcare products.",1
"Novartis isn't a holding company, which engages in the development, manufacture, and marketing of healthcare products.",0
Lowe's has headquarters in United States.,1
Lowe's doesn't have headquarters in United States.,0
UnitedHealth Group has headquarters in United States.,1
UnitedHealth Group doesn't have headquarters in United States.,0
British American Tobacco has headquarters in United States.,1
British American Tobacco doesn't have headquarters in United States.,0
Nestle operates in the industry of Banking.,0
It's not true that Nestle operates in the industry of Banking.,1
Shell operates in the industry of oil & gas operations.,1
Shell doesn't operate in the industry of oil & gas operations.,0
China Vanke engages in the development and sale of properties.,1
China Vanke doesn't engage in the development and sale of properties.,0
Sberbank operates in the industry of banking.,1
Sberbank doesn't operate in the industry of banking.,0
"Sumitomo Mitsui Financial engages in the ownership and operation of assets of its shareholder and clients with a focus on real estate, renewable power, infrastructure and private equity.",0
"It's not true that Sumitomo Mitsui Financial engages in the ownership and operation of assets of its shareholder and clients with a focus on real estate, renewable power, infrastructure and private equity.",1
Deutsche Post operates in the industry of transportation.,1
Deutsche Post doesn't operate in the industry of transportation.,0
PetroChina engages in the provision of innovative memory and storage solutions.,0
It's not true that PetroChina engages in the provision of innovative memory and storage solutions.,1
Costco Wholesale has headquarters in Russia.,0
Costco Wholesale doesn't have headquarters in Russia.,1
Apple has headquarters in United States.,1
Apple doesn't have headquarters in United States.,0
BNP Paribas has headquarters in China.,0
BNP Paribas doesn't have headquarters in China.,1
"Accenture engages in the provision of management consulting, technology, and outsourcing services.",1
"Accenture doesn't engage in the provision of management consulting, technology, and outsourcing services.",0
Raytheon Technologies has headquarters in China.,0
Raytheon Technologies doesn't have headquarters in China.,1
Goldman Sachs Group is a holding company that engages in the provision of telecommunications media and technology service.,0
It's not true that Goldman Sachs Group is a holding company that engages in the provision of telecommunications media and technology service.,1
Volkswagen Group engages in the production and sale of passenger cars and light commercial vehicles.,1
Volkswagen Group doesn't engage in the production and sale of passenger cars and light commercial vehicles.,0
HCA Healthcare has headquarters in United Kingdom.,0
HCA Healthcare doesn't have headquarters in United Kingdom.,1
Intesa Sanpaolo has headquarters in Italy.,1
Intesa Sanpaolo doesn't have headquarters in Italy.,0
Tokio Marine Holdings operates in the industry of Retailing.,0
It's not true that Tokio Marine Holdings operates in the industry of Retailing.,1
Bank of Nova Scotia has headquarters in Canada.,1
Bank of Nova Scotia doesn't have headquarters in Canada.,0
"Santander is a banking services company, which engages in the provision of banking services to individuals, companies, and institutions.",1
"Santander isn't a banking services company, which engages in the provision of banking services to individuals, companies, and institutions.",0
"Deutsche Post engages in the design, manufacture, and sale of smartphones, personal computers, tablets, wearables and accessories, and other variety of related services.",0
"It's not true that Deutsche Post engages in the design, manufacture, and sale of smartphones, personal computers, tablets, wearables and accessories, and other variety of related services.",1
General Motors operates in the industry of consumer durables.,1
General Motors doesn't operate in the industry of consumer durables.,0
Amazon.com operates in the industry of retailing.,1
Amazon.com doesn't operate in the industry of retailing.,0
GlaxoSmithKline is a holding company that engages in the provision of financial management solutions.,0
It's not true that GlaxoSmithKline is a holding company that engages in the provision of financial management solutions.,1
Costco Wholesale operates in the industry of retailing.,1
Costco Wholesale doesn't operate in the industry of retailing.,0
"Deere & Company engages in the manufacturing and distribution of equipment used in agriculture, construction, forestry, and turf care.",1
"Deere & Company doesn't engage in the manufacturing and distribution of equipment used in agriculture, construction, forestry, and turf care.",0
Mitsubishi engages in the provision of services utilizing the function of general trading.,1
Mitsubishi doesn't engage in the provision of services utilizing the function of general trading.,0
"Westpac Banking is an investment holding company, which engages in the provision of life insurance.",0
"It's not true that Westpac Banking is an investment holding company, which engages in the provision of life insurance.",1
Alibaba Group engages in providing online and mobile marketplaces in retail and wholesale trade.,1
Alibaba Group doesn't engage in providing online and mobile marketplaces in retail and wholesale trade.,0
Eni has headquarters in Italy.,1
Eni doesn't have headquarters in Italy.,0
Dow has headquarters in United States.,1
Dow doesn't have headquarters in United States.,0
Mitsubishi UFJ Financial Group operates in the industry of Banking.,0
It's not true that Mitsubishi UFJ Financial Group operates in the industry of Banking.,1
Cathay Financial has headquarters in Taiwan.,1
Cathay Financial doesn't have headquarters in Taiwan.,0
China Construction Bank operates in the industry of Telecommunications Services.,0
It's not true that China Construction Bank operates in the industry of Telecommunications Services.,1
Prudential Financial operates in the industry of diversified financials.,1
Prudential Financial doesn't operate in the industry of diversified financials.,0
Linde engages in the production and distribution of industrial gases.,1
Linde doesn't engage in the production and distribution of industrial gases.,0
United Parcel Service engages in the provision of telecommunication services.,0
It's not true that United Parcel Service engages in the provision of telecommunication services.,1
"Broadcom is a global technology company, which designs, develops and supplies semiconductor and infrastructure software solutions.",1
"Broadcom isn't a global technology company, which designs, develops and supplies semiconductor and infrastructure software solutions.",0
American Express operates in the industry of Consumer Durables.,0
It's not true that American Express operates in the industry of Consumer Durables.,1
Postal Savings Bank of China operates in the industry of Consumer Durables.,0
It's not true that Postal Savings Bank of China operates in the industry of Consumer Durables.,1
"Sberbank engages in the provision of a range of property casualty insurance, life insurance, retirement products, and other financial services to commercial and individual customers.",0
"Sberbank doesn't engage in the provision of a range of property casualty insurance, life insurance, retirement products, and other financial services to commercial and individual customers.",1
Mitsubishi has headquarters in Japan.,1
Mitsubishi doesn't have headquarters in Japan.,0
Canadian Imperial Bank of Commerce operates in the industry of Materials.,0
Canadian Imperial Bank of Commerce doesn't operate in the industry of Materials.,1
Bank of Nova Scotia has headquarters in Taiwan.,0
Bank of Nova Scotia doesn't have headquarters in Taiwan.,1
Mercedes-Benz Group has headquarters in Germany.,1
Mercedes-Benz Group doesn't have headquarters in Germany.,0
U.S. Bancorp has headquarters in South Korea.,0
U.S. Bancorp doesn't have headquarters in South Korea.,1
Roche Holding operates in the industry of drugs & biotechnology.,1
Roche Holding doesn't operate in the industry of drugs & biotechnology.,0
Rio Tinto operates in the industry of materials.,1
Rio Tinto doesn't operate in the industry of materials.,0
"Taiwan Semiconductor Manufacturing Company engages in the design, development, manufacture, and sale of fully electric vehicles, energy generation and storage systems.",0
"Taiwan Semiconductor Manufacturing Company doesn't engage in the design, development, manufacture, and sale of fully electric vehicles, energy generation and storage systems.",1
Tencent Holdings has headquarters in China.,1
Tencent Holdings doesn't have headquarters in China.,0
Capital One operates in the industry of banking.,1
Capital One doesn't operate in the industry of banking.,0
MetLife engages in owning and operating of general merchandise stores.,0
MetLife doesn't engage in owning and operating of general merchandise stores.,1
Siemens operates in the industry of Oil & Gas Operations.,0
Siemens doesn't operate in the industry of Oil & Gas Operations.,1
Hon Hai Precision has headquarters in Taiwan.,1
Hon Hai Precision doesn't have headquarters in Taiwan.,0
Mitsubishi operates in the industry of trading companies.,1
Mitsubishi doesn't operate in the industry of trading companies.,0
"China Shenhua Energy engages in the production and marketing of metal, mineral, and energy and agricultural commodities.",0
"China Shenhua Energy doesn't engage in the production and marketing of metal, mineral, and energy and agricultural commodities.",1
Procter & Gamble engages in the provision of branded consumer packaged goods.,1
Procter & Gamble doesn't engage in the provision of branded consumer packaged goods.,0
SoftBank operates in the industry of telecommunications services.,1
SoftBank doesn't operate in the industry of telecommunications services.,0
Postal Savings Bank of China operates in the industry of banking.,1
Postal Savings Bank of China doesn't operate in the industry of banking.,0
"Moller - Maersk engages in shipping, energy, transportation, offshore drilling, and retail activities.",1
"Moller - Maersk doesn't engage in shipping, energy, transportation, offshore drilling, and retail activities.",0
Wells Fargo has headquarters in Saudi Arabia.,0
Wells Fargo doesn't have headquarters in Saudi Arabia.,1
"Charter Communications engages in the provision of financial products and services, including personal, commercial, corporate, and investment banking.",0
"Charter Communications doesn't engage in the provision of financial products and services, including personal, commercial, corporate, and investment banking.",1
UBS Group is a holding company that engages in the provision of financial management solutions.,1
UBS Group isn't a holding company that engages in the provision of financial management solutions.,0
"Exxon Mobil engages in the exploration, development, and distribution of oil, gas, and petroleum products.",1
"Exxon Mobil doesn't engage in the exploration, development, and distribution of oil, gas, and petroleum products.",0
China Shenhua Energy operates in the industry of Transportation.,0
China Shenhua Energy doesn't operate in the industry of Transportation.,1
"Apple engages in the design, manufacture, and sale of smartphones, personal computers, tablets, wearables and accessories, and other variety of related services.",1
"Apple doesn't engage in the design, manufacture, and sale of smartphones, personal computers, tablets, wearables and accessories, and other variety of related services.",0
"Anheuser-Busch InBev operates in the industry of food, drink & tobacco.",1
"Anheuser-Busch InBev doesn't operate in the industry of food, drink & tobacco.",0
The Home Depot is the world's largest home improvement specialty retailer.,1
The Home Depot isn't the world's largest home improvement specialty retailer.,0
"Alibaba Group engages in the manufacture and sale of automobiles, motorcycles and power products.",0
"Alibaba Group doesn't engage in the manufacture and sale of automobiles, motorcycles and power products.",1
Chevron has headquarters in Germany.,0
Chevron doesn't have headquarters in Germany.,1
Banco Bradesco operates in the industry of banking.,1
Banco Bradesco doesn't operate in the industry of banking.,0
UnitedHealth Group operates in the industry of Diversified Financials.,0
UnitedHealth Group doesn't operate in the industry of Diversified Financials.,1
"Caterpillar engages in the manufacture of construction and mining equipment, diesel and natural gas engines, industrial gas turbines and diesel-electric locomotives.",1
"Caterpillar doesn't engage in the manufacture of construction and mining equipment, diesel and natural gas engines, industrial gas turbines and diesel-electric locomotives.",0
Agricultural Bank of China operates in the industry of banking.,1
Agricultural Bank of China doesn't operate in the industry of banking.,0
CVS Health operates in the industry of retailing.,1
CVS Health doesn't operate in the industry of retailing.,0
UnitedHealth Group has headquarters in Hong Kong.,0
UnitedHealth Group doesn't have headquarters in Hong Kong.,1
Ping An Insurance (Group) Company of China has headquarters in France.,0
Ping An Insurance (Group) Company of China doesn't have headquarters in France.,1
"Ford Motor engages in the manufacture, distribution and sale of automobiles.",1
"Ford Motor doesn't engage in the manufacture, distribution and sale of automobiles.",0
PNC Financial Services operates in the industry of Aerospace & Defense.,0
PNC Financial Services doesn't operate in the industry of Aerospace & Defense.,1
BNP Paribas engages in the provision of banking and financial services.,1
BNP Paribas doesn't engage in the provision of banking and financial services.,0
"Volkswagen Group operates as a bank holding company that offers financial services, including lending and depository services, cash management, foreign exchange and trust and investment management.",0
"Volkswagen Group doesn't operate as a bank holding company that offers financial services, including lending and depository services, cash management, foreign exchange and trust and investment management.",1
AbbVie (ABBV) has headquarters in United States.,1
AbbVie (ABBV) doesn't have headquarters in United States.,0
Generali Group engages in the provision of insurance and financial products.,1
Generali Group doesn't engage in the provision of insurance and financial products.,0
Taiwan Semiconductor Manufacturing Company operates in the industry of Chemicals.,0
Taiwan Semiconductor Manufacturing Company doesn't operate in the industry of Chemicals.,1
Sony operates in the industry of Banking.,0
Sony doesn't operate in the industry of Banking.,1
Abbott Laboratories has headquarters in United States.,1
Abbott Laboratories doesn't have headquarters in United States.,0
Wells Fargo has headquarters in United States.,1
Wells Fargo doesn't have headquarters in United States.,0
Stellantis has headquarters in United States.,0
Stellantis doesn't have headquarters in United States.,1
Oracle operates in the industry of Consumer Durables.,0
Oracle doesn't operate in the industry of Consumer Durables.,1
Industrial Bank has headquarters in China.,1
Industrial Bank doesn't have headquarters in China.,0
CVS Health has headquarters in Canada.,0
CVS Health doesn't have headquarters in Canada.,1
Exxon Mobil operates in the industry of Household & Personal Products.,0
Exxon Mobil doesn't operate in the industry of Household & Personal Products.,1
Enbridge operates in the industry of Insurance.,0
Enbridge doesn't operate in the industry of Insurance.,1
"Pfizer engages in the discovery, development, manufacturing, marketing, distribution, and selling of biopharmaceutical products worldwide.",1
"Pfizer doesn't engage in the discovery, development, manufacturing, marketing, distribution, and selling of biopharmaceutical products worldwide.",0
Thermo Fisher Scientific has headquarters in South Korea.,0
Thermo Fisher Scientific doesn't have headquarters in South Korea.,1
AT&T engages in business of product trading and business investment activities.,0
AT&T doesn't engage in business of product trading and business investment activities.,1
Mitsubishi UFJ Financial Group has headquarters in Canada.,0
Mitsubishi UFJ Financial Group doesn't have headquarters in Canada.,1
Volkswagen Group operates in the industry of consumer durables.,1
Volkswagen Group doesn't operate in the industry of consumer durables.,0
Reliance Industries operates in the industry of Semiconductors.,0
Reliance Industries doesn't operate in the industry of Semiconductors.,1
JPMorgan Chase operates as a holding company that engages in the management of its group companies.,0
JPMorgan Chase doesn't operate as a holding company that engages in the management of its group companies.,1
Fubon Financial engages in the provision of financial services.,1
Fubon Financial doesn't engage in the provision of financial services.,0
Generali Group has headquarters in Italy.,1
Generali Group doesn't have headquarters in Italy.,0
ArcelorMittal has headquarters in Canada.,0
ArcelorMittal doesn't have headquarters in Canada.,1
"Barclays operates as a bank holding company that engages in the business of providing retail banking, credit cards, corporate and investment banking and wealth management services.",1
"Barclays doesn't operate as a bank holding company that engages in the business of providing retail banking, credit cards, corporate and investment banking and wealth management services.",0
Postal Savings Bank of China has headquarters in United States.,0
Postal Savings Bank of China doesn't have headquarters in United States.,1
MetLife has headquarters in United States.,1
MetLife doesn't have headquarters in United States.,0
Capital One operates as a financial holding company that engages in the provision of financial products and services.,1
Capital One doesn't operate as a financial holding company that engages in the provision of financial products and services.,0
Itochu engages in business of product trading and business investment activities.,1
Itochu doesn't engage in business of product trading and business investment activities.,0
Deere & Company has headquarters in United States.,1
Deere & Company doesn't have headquarters in United States.,0
"Goldman Sachs Group engages in global investment banking, securities and investment management, which provides financial services.",1
"Goldman Sachs Group doesn't engage in global investment banking, securities and investment management, which provides financial services.",0
Toyota Motor operates in the industry of Banking.,0
Toyota Motor doesn't operate in the industry of Banking.,1
Anthem engages in the provision of products and services that address all aspects of corporate information technology environments.,0
Anthem doesn't engage in the provision of products and services that address all aspects of corporate information technology environments.,1
Sumitomo Mitsui Financial operates in the industry of banking.,1
Sumitomo Mitsui Financial doesn't operate in the industry of banking.,0
LVMH Moet Hennessy Louis Vuitton operates in the industry of household & personal products.,1
LVMH Moet Hennessy Louis Vuitton doesn't operate in the industry of household & personal products.,0
"Munich Reinsurance engages in the discovery, development, manufacture and sale of a broad and diversified line of healthcare products.",0
"Munich Reinsurance doesn't engage in the discovery, development, manufacture and sale of a broad and diversified line of healthcare products.",1
"Broadcom engages in the ownership and operation of assets of its shareholder and clients with a focus on real estate, renewable power, infrastructure and private equity.",0
"Broadcom doesn't engage in the ownership and operation of assets of its shareholder and clients with a focus on real estate, renewable power, infrastructure and private equity.",1
Public Joint Stock Company Gazprom operates in the industry of oil & gas operations.,1
Public Joint Stock Company Gazprom doesn't operate in the industry of oil & gas operations.,0
Nestle has headquarters in Switzerland.,1
Nestle doesn't have headquarters in Switzerland.,0
"IBM is an information technology company, which provides integrated solutions that leverage information technology and knowledge of business processes.",1
"IBM isn't an information technology company, which provides integrated solutions that leverage information technology and knowledge of business processes.",0
MetLife has headquarters in Australia.,0
MetLife doesn't have headquarters in Australia.,1
Target has headquarters in United States.,1
Target doesn't have headquarters in United States.,0
Iberdrola operates in the industry of Banking.,0
Iberdrola doesn't operate in the industry of Banking.,1
"KDDI engages in the exploration, production, refining and sale of oil, gas, electricity and chemicals.",0
"KDDI doesn't engage in the exploration, production, refining and sale of oil, gas, electricity and chemicals.",1
SAP has headquarters in Germany.,1
SAP doesn't have headquarters in Germany.,0
Postal Savings Bank of China has headquarters in China.,1
Postal Savings Bank of China doesn't have headquarters in China.,0
China State Construction Engineering has headquarters in China.,1
China State Construction Engineering doesn't have headquarters in China.,0
"Unilever engages in the production and marketing of consumer goods in the nutrition, hygiene, and personal care categories.",1
"Unilever doesn't engage in the production and marketing of consumer goods in the nutrition, hygiene, and personal care categories.",0
Lloyds Banking Group operates in the industry of Consumer Durables.,0
Lloyds Banking Group doesn't operate in the industry of Consumer Durables.,1
"Shell engages in the discovery, development, manufacture and sale of a broad and diversified line of healthcare products.",0
"Shell doesn't engage in the discovery, development, manufacture and sale of a broad and diversified line of healthcare products.",1
Prudential Financial has headquarters in United States.,1
Prudential Financial doesn't have headquarters in United States.,0
"General Motors engages in the designing, manufacturing, and selling of cars, trucks and automobile parts.",1
"General Motors doesn't engage in the designing, manufacturing, and selling of cars, trucks and automobile parts.",0
Pfizer has headquarters in United States.,1
Pfizer doesn't have headquarters in United States.,0
Nippon Telegraph & Telephone is a holding company that engages in the provision of telecommunication services.,1
Nippon Telegraph & Telephone isn't a holding company that engages in the provision of telecommunication services.,0
"Meta Platforms operates in the industry of Food, Drink & Tobacco.",0
"Meta Platforms doesn't operate in the industry of Food, Drink & Tobacco.",1
China Telecom engages in the provision of telecommunication services.,1
China Telecom doesn't engage in the provision of telecommunication services.,0
Walt Disney is a diversified international family entertainment and media enterprise.,1
Walt Disney is not a diversified international family entertainment and media enterprise.,0
BHP Group has headquarters in Australia.,1
BHP Group doesn't have headquarters in Australia.,0
Nestle has headquarters in Mexico.,0
Nestle doesn't have headquarters in Mexico.,1
Intel has headquarters in Russia.,0
Intel doesn't have headquarters in Russia.,1
Nippon Telegraph & Telephone engages in the provision of banking and financial services.,0
Nippon Telegraph & Telephone doesn't engage in the provision of banking and financial services.,1
Goldman Sachs Group operates in the industry of diversified financials.,1
Goldman Sachs Group doesn't operate in the industry of diversified financials.,0
ENGIE operates in the industry of Drugs & Biotechnology.,0
ENGIE doesn't operate in the industry of Drugs & Biotechnology.,1
ConocoPhillips operates in the industry of Semiconductors.,0
ConocoPhillips doesn't operate in the industry of Semiconductors.,1
Barclays operates in the industry of Retailing.,0
Barclays doesn't operate in the industry of Retailing.,1
"Bristol Myers Squibb engages in the discovery, development, licensing, manufacture, marketing, distribution and sale of biopharmaceutical products.",1
"Bristol Myers Squibb doesn't engage in the discovery, development, licensing, manufacture, marketing, distribution and sale of biopharmaceutical products.",0
Amazon.com engages in the manufacture of luxury goods.,0
Amazon.com doesn't engage in the manufacture of luxury goods.,1
"Target is a holding company, which engages in the provision of financial services.",0
"Target isn't a holding company, which engages in the provision of financial services.",1
"Nestle engages in the production and distribution of cars, trucks and vans.",0
"Nestle doesn't engage in the production and distribution of cars, trucks and vans.",1
"Ford Motor engages in the exploration, production, transport, refining, and marketing of petroleum and petroleum-derived products.",0
"Ford Motor doesn't engage in the exploration, production, transport, refining, and marketing of petroleum and petroleum-derived products.",1
Bank of China has headquarters in China.,1
Bank of China doesn't have headquarters in China.,0
Stellantis has headquarters in Netherlands.,1
Stellantis doesn't have headquarters in Netherlands.,0
"Sony engages in the development, design, manufacture, and sale of electronic equipment, instruments, devices, game consoles, and software for consumers, professionals and industrial markets.",1
"Sony doesn't engage in the development, design, manufacture, and sale of electronic equipment, instruments, devices, game consoles, and software for consumers, professionals and industrial markets.",0
Anthem has headquarters in United States.,1
Anthem doesn't have headquarters in United States.,0
IBM has headquarters in United States.,1
IBM doesn't have headquarters in United States.,0
Eni has headquarters in Switzerland.,0
Eni doesn't have headquarters in Switzerland.,1
Japan Post Holdings has headquarters in United States.,0
Japan Post Holdings doesn't have headquarters in United States.,1
"HCA Healthcare is a health care services company, which engages in operating hospitals, freestanding surgery centers and emergency rooms, and urgent care centers.",1
"HCA Healthcare isn't a health care services company, which engages in operating hospitals, freestanding surgery centers and emergency rooms, and urgent care centers.",0
Citigroup is a holding company that engages in the provision of financial products and services.,1
Citigroup isn't a holding company that engages in the provision of financial products and services.,0
"Mitsui engages in the designing, manufacturing, and selling of cars, trucks and automobile parts.",0
"Mitsui doesn't engage in the designing, manufacturing, and selling of cars, trucks and automobile parts.",1
GlaxoSmithKline has headquarters in Germany.,0
GlaxoSmithKline doesn't have headquarters in Germany.,1
VINCI operates in the industry of Insurance.,0
VINCI doesn't operate in the industry of Insurance.,1
"UnitedHealth Group engages in the provision of healthcare coverage, software and data consultancy services.",1
"UnitedHealth Group doesn't engage in the provision of healthcare coverage, software and data consultancy services.",0
"Airbus Group engages in the design, manufacture, delivery and provision of aerospace products, space and related services.",1
"Airbus Group doesn't engage in the design, manufacture, delivery and provision of aerospace products, space and related services.",0
Walt Disney has headquarters in United States.,1
Walt Disney doesn't have headquarters in United States.,0
Verizon Communications has headquarters in United States.,1
Verizon Communications doesn't have headquarters in United States.,0
Dow has headquarters in Italy.,0
Dow doesn't have headquarters in Italy.,1
"Alphabet is a holding company, which engages in the business of acquisition and operation of different companies.",1
"Alphabet isn't a holding company, which engages in the business of acquisition and operation of different companies.",0
Verizon Communications has headquarters in Japan.,0
Verizon Communications doesn't have headquarters in Japan.,1
Sberbank operates in the industry of Consumer Durables.,0
Sberbank doesn't operate in the industry of Consumer Durables.,1
Dell Technologies has headquarters in France.,0
Dell Technologies doesn't have headquarters in France.,1
Pfizer engages in the provision of insurance and financial products.,0
Pfizer doesn't engage in the provision of insurance and financial products.,1
Lockheed Martin has headquarters in United States.,1
Lockheed Martin doesn't have headquarters in United States.,0
Medtronic has headquarters in Ireland.,1
Medtronic doesn't have headquarters in Ireland.,0
"Bank of China engages in the exploration, development, production and sale of crude oil & gas. It also involves in refining, transportation, and sale of petroleum products.",0
